time_s,BUSA2_v_pu,BUSAS2_v_pu,BUSB2_v_pu,BUSBS2_v_pu,BUSC2_v_pu,BUSCS2_v_pu,BUSMG_v_pu,BUSMGR_v_pu,BUSMS_v_pu,UM1TLA_v_pu,UM1TLB_v_pu,UM1TLC_v_pu,UM1MCC_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,branch_current_branch_fixed_1_pu,branch_current_branch_fixed_7_pu,branch_current_branch_fixed_9_pu,branch_current_branch_fixed_10_pu,torque_Nm_pu,mechanical_speed_rad_s_pu,mechanical_angle_rad_pu,phase_a_current_A_pu,phase_b_current_A_pu,phase_c_current_A_pu,shorted_rotor_axis_current_1_A_pu,shorted_rotor_axis_current_2_A_pu
0.0224,-385.948424969,-1670.62684946,1829.23497213,2993.26487168,-1443.28654716,-1322.63802222,184.725263708,92.362631854,184.721298637,-231.785096922,1689.55396476,-1457.76886784,184.725263708,-1670.62684946,-385.948424969,184.725263708,-159.758982303,203.084063003,-2.36487075686,-3965.07077031,-4165.78996222,184.725648031,4.92325267929,-159.758982303,-215.047892349,374.806874652,121.694184092,-357.612585301
0.0226,-527.141661456,-1853.57883927,1869.90048879,2969.62669043,-1342.75882733,-1116.04785116,184.725258855,92.3626294276,184.721293784,-367.967596348,1737.93619681,-1369.96860046,184.725258855,-1853.57883927,-527.141661456,184.725258855,-133.647532873,203.084057668,-2.390861094,-3965.07077031,-4165.76396653,184.725648031,4.9601978089,-133.647532873,-237.685000628,371.332533501,121.148309233,-357.795466991
0.0228,-665.404275639,-2025.99842436,1900.18069664,2929.11449795,-1234.776421,-903.116073588,184.725253955,92.3626269774,184.721288884,-502.131696468,1776.71174813,-1274.58005166,184.725253955,-2025.99842436,-665.404275639,184.725253955,-106.776979183,203.084052281,-2.41148003936,-3965.07077031,-4165.7433422,184.725648031,4.99714293851,-106.776979183,-258.971104002,365.748083185,120.602283077,-357.977998063
0.023,-799.805087228,-2186.90588226,1919.41999203,2871.9584926,-1119.6149048,-685.052610332,184.725249018,92.3626245089,184.721283947,-633.352040225,1805.11871738,-1171.76667716,184.725249018,-2186.90588226,-799.805087228,184.725249018,-79.2998436689,203.084046853,-2.42686545849,-3965.07077025,-4165.72795143,184.725648031,5.03408806811,-79.2998436689,-278.785289264,358.085132933,120.055952917,-358.160216581
0.0232,-929.757418059,-2335.3869047,1927.99896948,2798.48344619,-998.241551424,-463.09654149,184.725244055,92.3626220274,184.721278984,-761.081263193,1823.54439646,-1062.46313326,184.725244055,-2335.3869047,-929.757418059,184.725244055,-51.3724101798,203.084041397,-2.43681359291,-3965.07077028,-4165.71799771,184.725648031,5.07103319772,-51.3724101798,-297.014943236,348.387353416,119.509543289,-358.342066283
0.0234,-1054.31519896,-2470.59779289,1925.37482222,2709.10685861,-871.059623257,-238.509065723,184.725239077,92.3626195385,184.721274006,-884.361009849,1831.33074053,-946.969730678,184.725239077,-2470.59779289,-1054.31519896,184.725239077,-23.1532148485,203.084035924,-2.44148871303,-3965.07077025,-4165.71331719,184.725648031,5.10797832732,-23.1532148485,-313.556497796,336.709712645,118.962900297,-358.52358287
0.0236,-1173.00806285,-2591.77025158,1912.05846702,2604.33658544,-739.050404171,-12.5663338659,184.725234095,92.3626170475,184.721269024,-1002.75666257,1828.9890326,-826.232370032,184.725234095,-2591.77025158,-1173.00806285,184.725234095,5.19725093395,203.084030447,-2.4407838285,-3965.07077025,-4165.7140166,184.725648031,5.14492345693,5.19725093395,-328.315957472,323.118706538,118.416245649,-358.704702738
0.0238,-1284.89553843,-2698.2157547,1887.6298684,2484.76795229,-602.734329967,213.447802407,184.72522912,92.3626145599,184.721264049,-1115.2975147,1815.97739285,-700.679878149,184.72522912,-2698.2157547,-1284.89553843,184.72522912,33.5180362686,203.084024978,-2.43488711119,-3965.07077025,-4165.71990779,184.725648031,5.18186858654,33.5180362686,-341.209449969,307.691413701,117.869423619,-358.885459601
0.024,-1389.63537188,-2789.32945766,1852.7210238,2351.08037198,-463.085651923,438.249085687,184.725224162,92.362612081,184.721259091,-1221.67282136,1792.92212798,-571.249306624,184.725224162,-2789.32945766,-1389.63537188,184.725224162,61.648084123,203.084019527,-2.42378637195,-3965.07077028,-4165.73100308,184.725648031,5.21881371614,61.648084123,-352.163730917,290.515646794,117.322652412,-359.065782948
0.0242,-1486.3127723,-2864.59363424,1807.04184914,2204.033484,-320.729076847,660.560150242,184.725219232,92.362609616,184.721254161,-1320.920142,1759.40718636,-438.487044364,184.725219232,-2864.59363424,-1486.3127723,184.725219232,89.4276825245,203.084014107,-2.40769097209,-3965.07077022,-4165.74709311,184.725648031,5.25575884575,89.4276825245,-361.116527467,271.688844942,116.775773907,-359.245704969
0.0244,-1574.72275997,-2923.58061836,1751.33341951,2044.4628381,-176.610659539,879.117780255,184.72521434,92.3626071699,184.721249269,-1412.86121735,1716.16230548,-303.301088132,184.72521434,-2923.58061836,-1574.72275997,184.72521434,116.698863601,203.084008729,-2.38667926192,-3965.07077025,-4165.76809938,184.725648031,5.29270397536,116.698863601,-368.017008868,251.318145267,116.229002211,-359.42514877
0.0246,-1653.99546966,-2965.95523421,1685.4398674,1873.27514654,-31.4443977394,1092.68008768,184.725209495,92.3626047476,184.721244424,-1496.56201759,1662.90410781,-166.342090219,184.725209495,-2965.95523421,-1653.99546966,184.725209495,143.306779825,203.084003403,-2.36097770929,-3965.07077028,-4165.79379559,184.725648031,5.32964910496,143.306779825,-372.825915002,229.519135177,115.682176322,-359.604145555
0.0248,-1724.06948236,-2991.47670078,1610.19681146,1691.44313191,113.872670897,1300.03356887,184.725204708,92.3626023538,184.721239637,-1571.98264535,1600.4517592,-28.4691138501,184.725204708,-2991.47670078,-1724.06948236,184.725204708,169.100137248,203.083998139,-2.33075085282,-3965.07077022,-4165.82401724,184.725648031,5.36659423457,169.100137248,-375.515982656,206.415845408,115.135505738,-359.782612638
0.025,-1784.13785682,-3000,1525.58389576,1500,258.553961057,1500,184.725199986,92.3625999931,184.721234915,-1638.23672682,1528.65847611,109.578250711,184.725199986,-3000,-1784.13785682,184.725199986,193.932467831,203.083992949,-2.29623651505,-3965.07077025,-4165.85852637,184.725648031,5.40353936417,193.932467831,-376.071855315,182.139387484,114.588826186,-359.960580838
0.0252,-1834.28597509,-2991.47670078,1432.51450626,1300.03356887,401.771468824,1691.44313191,184.725195339,92.3625976697,184.721230269,-1695.42569996,1448.41671264,247.008987319,184.725195339,-2991.47670078,-1834.28597509,184.725195339,217.662584925,203.08398784,-2.25767952204,-3965.07077022,-4165.89707825,184.725648031,5.44048449378,217.662584925,-374.490456421,156.827871496,114.042342143,-360.137962322
0.0254,-1873.78619421,-2965.95523421,1331.10213431,1092.68008768,542.684059899,1873.27514654,184.725190775,92.3625953876,184.721225704,-1742.72879128,1359.71722928,383.011562003,184.725190775,-2965.95523421,-1873.78619421,184.725190775,240.155724764,203.083982822,-2.21532323956,-3965.07077022,-4165.93942952,184.725648031,5.47742962339,240.155724764,-370.78068131,130.624956546,113.495885771,-360.314788171
0.0256,-1902.87078467,-2923.58061836,1222.31925619,879.117780255,680.551528481,2044.4628381,184.725186301,92.3625931504,184.72122123,-1780.38874004,1263.50781287,516.880927169,184.725186301,-2923.58061836,-1902.87078467,184.725186301,261.284012061,203.083977903,-2.16948595643,-3965.07077022,-4165.98526187,184.725648031,5.51437475299,261.284012061,-364.96371034,103.679698279,112.949656214,-360.490966094
0.0258,-1920.90581525,-2864.59363424,1106.4086629,660.560150242,814.497152357,2204.033484,184.725181923,92.3625909617,184.721216853,-1807.6666481,1159.91476928,647.751878819,184.725181923,-2864.59363424,-1920.90581525,184.725181923,280.927446376,203.083973091,-2.12040945888,-3965.07077022,-4166.03433353,184.725648031,5.5513198826,280.927446376,-357.072488418,76.1450420416,112.403481876,-360.66652811
0.026,-1928.26734091,-2789.32945766,984.381730294,438.249085687,943.885610612,2351.08037198,184.725177649,92.3625888245,184.721212578,-1824.94347459,1049.92181347,775.021661117,184.725177649,-2789.32945766,-1928.26734091,184.725177649,298.974365832,203.083968392,-2.06847837567,-3965.07077022,-4166.08625992,184.725648031,5.58826501221,298.974365832,-347.151972621,48.1776067889,111.857556364,-360.84137818
0.0262,-1924.42730537,-2698.2157547,856.603256713,213.447802406,1067.82404866,2484.76795229,184.725173483,92.3625867416,184.721208413,-1831.57647532,933.785934331,897.790540992,184.725173483,-2698.2157547,-1924.42730537,184.725173483,315.322257196,203.083963812,-2.01392528415,-3965.07077019,-4166.14080844,184.725648031,5.62521014181,315.322257196,-335.258409221,19.9361520252,111.31170424,-361.015549958
0.0264,-1909.89928434,-2591.77025158,724.102237648,-12.5663338664,1185.7970467,2604.33658544,184.725169431,92.3625847156,184.72120436,-1828.07872682,812.506323743,1015.57240307,184.725169431,-2591.77025158,-1909.89928434,184.725169431,329.878206161,203.083959357,-1.95719322562,-3965.07077025,-4166.19753605,184.725648031,5.66215527142,329.878206161,-321.459512245,-8.41869391607,110.766113469,-361.188944376
0.0266,-1884.27077336,-2470.59779289,587.355639216,-238.509065723,1296.91513414,2709.10685861,184.725165497,92.3625827484,184.721200426,-1813.91564173,686.463073811,1127.45256792,184.725165497,-2470.59779289,-1884.27077336,184.725165497,342.559513591,203.083955032,-1.89849767089,-3965.07077022,-4166.2562273,184.725648031,5.69910040102,342.559513591,-305.833552187,-36.7259614035,110.220604794,-361.361597415
0.0268,-1848.18354668,-2335.3869047,447.388160244,-463.096541491,1400.79538644,2798.48344619,184.725161684,92.3625808418,184.721196613,-1789.72338325,556.649786086,1233.07359716,184.725161684,-2335.3869047,-1848.18354668,184.725161684,353.294121513,203.08395084,-1.83833190799,-3965.07077022,-4166.31638882,184.725648031,5.73604553063,353.294121513,-288.469463818,-64.8246576951,109.67536054,-361.533407692
0.027,-1801.34766397,-2186.90588226,304.776799235,-685.052610332,1496.57086473,2871.9584926,184.725157995,92.3625789973,184.721192924,-1755.08502202,423.559561972,1331.52546005,184.725157995,-2186.90588226,-1801.34766397,184.725157995,362.021021961,203.083946784,-1.77688616514,-3965.07077022,-4166.37783045,184.725648031,5.77299066024,362.021021961,-269.465764769,-92.5552571914,109.130197752,-361.704414193
0.0272,-1744.52088714,-2025.99842436,160.519877318,-903.116073588,1584.00100982,2929.11449795,184.725154432,92.3625772159,184.721189361,-1710.74800696,288.159178594,1422.58882837,184.725154432,-2025.99842436,-1744.52088714,184.725154432,368.690648804,203.083942867,-1.71469599009,-3965.07077022,-4166.44001678,184.725648031,5.80993578984,368.690648804,-248.930592768,-119.760056036,108.585293223,-361.874513913
0.0274,-1677.54007079,-1853.57883927,15.2802930499,-1116.04785116,1662.25977774,2969.62669043,184.725150996,92.3625754982,184.721185926,-1656.41989775,151.042394121,1505.37750363,184.725150996,-1853.57883927,-1677.54007079,184.725150996,373.265069906,203.08393909,-1.65191793442,-3965.07077022,-4166.50279107,184.725648031,5.84688091945,373.265069906,-226.980475906,-146.284594,108.040460517,-362.043749491
0.0276,-1601.26409969,-1670.62684946,-129.99177585,-1322.63802222,1731.25587554,2993.26487168,184.725147689,92.3625738447,184.721182619,-1592.94507834,13.1282185975,1579.81685974,184.725147689,-1670.62684946,-1601.26409969,184.725147689,375.718336105,203.083935454,-1.5891212523,-3965.07077019,-4166.56558409,184.725648031,5.88382604906,375.718336105,-203.74030128,-171.978034825,107.495871093,-362.212016953
0.0278,-1515.65801886,-1478.18202464,-274.563320663,-1521.71270019,1790.22133953,2999.89472484,184.72514451,92.3625722551,184.721179439,-1520.15965061,-124.903243016,1645.06289362,184.72514451,-1478.18202464,-1515.65801886,184.72514451,376.036451905,203.083931959,-1.52642133832,-3965.07077016,-4166.62828052,184.725648031,5.92077117866,376.036451905,-179.341961938,-196.694489967,106.95133535,-362.379363199
0.028,-1421.66461271,-1277.33787469,-417.553279505,-1712.14070305,1839.21789221,2989.47857775,184.725141458,92.3625707292,184.721176388,-1438.98831188,-262.200941588,1701.18925347,184.725141458,-1277.33787469,-1421.66461271,184.725141458,374.217674329,203.083928604,-1.46441325545,-3965.07077019,-4166.69028523,184.725648031,5.95771630827,374.217674329,-153.924260641,-220.293413688,106.407019697,-362.545683891
0.0282,-1319.37568658,-1069.23563614,-558.175609201,-1892.83998091,1877.55129578,2962.07561705,184.725138532,92.3625692661,184.721173461,-1349.39693589,-398.014353018,1747.41128891,184.725138532,-1069.23563614,-1319.37568658,184.725138532,370.272261955,203.083925387,-1.40316322446,-3965.07077022,-4166.75153197,184.725648031,5.99466143787,370.272261955,-127.631461133,-242.640800821,105.862731761,-362.711030739
0.0284,-1209.798693,-855.05778741,-695.638077493,-2062.7837644,1905.43677049,2917.84155181,184.72513573,92.3625678649,184.721170659,-1252.37197235,-531.579387706,1783.95136005,184.72513573,-855.05778741,-1209.798693,184.72513573,364.222717899,203.083922306,-1.34328490496,-3965.07077019,-4166.81140725,184.725648031,6.03160656748,364.222717899,-100.613132302,-263.609585597,105.318633271,-362.87529959
