time_s,B26  A_v_pu,EQUL A_v_pu,B26  B_v_pu,EQUL B_v_pu,B26  C_v_pu,EQUL C_v_pu,FAULTA_v_pu,LINE A_v_pu,EQUR A_v_pu,LINE B_v_pu,EQUR B_v_pu,LINE C_v_pu,EQUR C_v_pu,B500 A_v_pu,B500 B_v_pu,B500 C_v_pu,SEND A_v_pu,REC  A_v_pu,SEND B_v_pu,REC  B_v_pu,SEND C_v_pu,REC  C_v_pu,X_saturated_transformer_internal_top_v_pu,Y_saturated_transformer_internal_top_v_pu,Z_saturated_transformer_internal_top_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,output_fixed_7_pu,output_fixed_8_pu,output_fixed_9_pu,switch_current_switch_fixed_4_pu
0.0097236,-16249.7063855,-16330.9361729,-1305.86546926,-9.79763011369,17555.5718548,16340.733803,-20.2022353014,-172547.223936,-189969.415507,-225535.712109,-190311.533196,403746.837252,380280.948703,-147969.366399,-223878.723987,418619.560029,-147969.366399,-20.2022353014,-223878.723987,-144709.741168,418619.560029,517703.075086,-161108.02033,-221869.567812,406361.435999,-147969.366399,-223878.723987,418619.560029,-147969.366399,-223878.723987,418619.560029,-20.2022353014,-144709.741168,517703.075086,-2020.22353014
0.0097902,-16067.8228422,-16088.7984834,-1736.71687932,-483.349539242,17804.5397215,16572.1480226,-20.404918737,-165752.144942,-181639.167321,-233703.897944,-198516.965867,404486.56314,380156.133187,-142412.506251,-232401.160824,419214.47854,-142412.506251,-20.404918737,-232401.160824,-155578.535773,419214.47854,516263.608076,-154757.925391,-230093.748437,407050.423575,-142412.506251,-232401.160824,419214.47854,-142412.506251,-232401.160824,419214.47854,-20.404918737,-155578.535773,516263.608076,-2040.4918737
0.0098568,-15875.8074482,-15836.5190767,-2166.4723936,-956.596764693,18042.2798418,16793.1158414,-20.5947542328,-158851.869119,-173194.421271,-241724.630129,-206597.261603,404970.585177,379791.682874,-136765.776659,-240776.936868,419545.045328,-136765.776659,-20.5947542328,-240776.936868,-166349.859379,419545.045328,514498.642335,-148310.215206,-238172.772028,407482.729076,-136765.776659,-240776.936868,419545.045328,-136765.776659,-240776.936868,419545.045328,-20.5947542328,-166349.859379,514498.642335,-2059.47542328
0.0099234,-15673.7876438,-15574.2569795,-2594.86349476,-1429.24099087,18268.6511386,17003.4979703,-20.7716138848,-151850.858012,-164640.500578,-249593.337609,-214547.32692,405199.12096,379187.827498,-131032.880371,-249001.054055,419611.281203,-131032.880371,-20.7716138848,-249001.054055,-177016.914982,419611.281203,512409.188477,-141769.049038,-246101.751873,407658.283536,-131032.880371,-249001.054055,419611.281203,-131032.880371,-249001.054055,419611.281203,-20.7716138848,-177016.914982,512409.188477,-2077.16138848
0.00999,-15461.8802294,-15302.1775109,-3021.61966336,-1900.98428228,18483.4998928,17203.1617932,-20.9353681636,-144755.065477,-155982.797282,-257304.437746,-222362.150422,405172.852978,378344.947704,-125217.382659,-257068.253195,419412.574394,-125217.382659,-20.9353681636,-257068.253195,-187571.439462,419412.574394,509996.218727,-135138.468237,-253875.585593,407576.566657,-125217.382659,-257068.253195,419412.574394,-125217.382659,-257068.253195,419412.574394,-20.9353681636,-187571.439462,509996.218727,-2093.53681636
0.0100566,-15240.2068901,-15020.4521788,-3446.48496364,-2371.52927136,18686.6918537,17391.9814501,-21.0859185705,-137568.7753,-147226.768844,-264853.128517,-230036.805966,404891.531555,377263.57481,-119322.464111,-264973.725624,418948.84759,-119322.464111,-21.0859185705,-264973.725624,-198007.121208,418948.84759,507261.269878,-128422.263633,-261489.593529,407237.464372,-119322.464111,-264973.725624,418948.84759,-119322.464111,-264973.725624,418948.84759,-21.0859185705,-198007.121208,507261.269878,-2108.59185705
0.0101232,-15008.9302519,-14729.258571,-3869.17956255,-2840.57934588,18878.1098144,17569.8379169,-21.2231500564,-130295.860161,-138377.934703,-272234.933672,-237566.455765,404354.961777,375944.390468,-113352.403617,-272712.345474,418221.167309,-113352.403617,-21.2231500564,-272712.345474,-208318.902505,418221.167309,504206.140645,-121625.152324,-268938.899478,406641.774126,-113352.403617,-272712.345474,418221.167309,-113352.403617,-272712.345474,418221.167309,-21.2231500564,-208318.902505,504206.140645,-2122.31500564
0.0101898,-14768.210752,-14428.7802443,-4289.42336313,-3307.83883596,19057.6341152,17736.6190802,-21.3470014215,-122940.467648,-129441.872801,-279445.202976,-244946.353437,403563.574253,374388.226238,-107311.526966,-280279.005837,417230.278957,-107311.526966,-21.3470014215,-280279.005837,-218499.584128,417230.278957,500833.426572,-114751.866316,-276218.618878,405790.106969,-107311.526966,-280279.005837,417230.278957,-107311.526966,-280279.005837,417230.278957,-21.3470014215,-218499.584128,500833.426572,-2134.70014215
0.0102564,-14518.1951329,-14119.2066076,-4706.95302493,-3773.01320043,19225.1481578,17892.2198081,-21.4574238703,-115507.221529,-120424.216064,-286479.431927,-252171.846997,402517.827846,372596.063061,-101203.518567,-287668.905436,415976.637236,-101203.518567,-21.4574238703,-287668.905436,-228542.187606,415976.637236,497145.655711,-107806.638901,-283324.136454,404682.866145,-101203.518567,-287668.905436,415976.637236,-101203.518567,-287668.905436,415976.637236,-21.4574238703,-228542.187606,497145.655711,-2145.74238703
0.010323,-14259.0231484,-13800.7328036,-5121.51491957,-4235.80921249,19380.5380679,18036.5420161,-21.5543357665,-108000.971542,-111330.648852,-293333.261761,-259238.381793,401218.427605,370569.030645,-95031.7053548,-294877.422684,414460.513899,-95031.7053548,-21.5543357665,-294877.422684,-238440.971348,414460.513899,493144.603932,-100793.427289,-290250.998304,403320.338471,-95031.7053548,-294877.422684,414460.513899,-95031.7053548,-294877.422684,414460.513899,-21.5543357665,-238440.971348,493144.603932,-2155.43357665
0.0103896,-13990.8491725,-13473.559585,-5532.86167813,-4695.93514456,19523.7108507,18169.4947296,-21.6376679321,-100426.587413,-102166.903376,-300002.269812,-266141.50337,399666.631777,368308.406746,-88799.5069717,-301900.352437,412682.817263,-88799.5069717,-21.6376679321,-301900.352437,-248189.906552,412682.817263,488832.829559,-93716.28187,-296995.118056,401703.333857,-88799.5069717,-301900.352437,412682.817263,-88799.5069717,-301900.352437,412682.817263,-21.6376679321,-248189.906552,488832.829559,-2163.76679321
0.0104562,-13713.8636486,-13137.8931883,-5940.71874152,-5153.10095218,19654.5823901,18290.9941405,-21.7073600741,-92788.9079586,-92938.7560842,-306481.814575,-272876.860285,397862.801582,365815.61637,-82511.3557282,-308732.879356,410645.411907,-82511.3557282,-21.7073600741,-308732.879356,-257782.186131,410645.411907,484212.92282,-86580.1285907,-303551.997783,399833.404268,-82511.3557282,-308732.879356,410645.411907,-82511.3557282,-308732.879356,410645.411907,-21.7073600741,-257782.186131,484212.92282,-2170.73600741
0.0105228,-13428.2416009,-12793.9452039,-6344.82936045,-5607.01845681,19773.0709614,18400.9636607,-21.7633631295,-85091.9639454,-83652.0240215,-312768.059494,-279440.206846,395806.882209,363092.230868,-76171.2855497,-315370.792322,408349.531367,-76171.2855497,-21.7633631295,-315370.792322,-267211.449213,408349.531367,479287.387608,-79389.5028698,-309917.557557,397711.711126,-76171.2855497,-315370.792322,408349.531367,-76171.2855497,-315370.792322,408349.531367,-21.7633631295,-267211.449213,479287.387608,-2176.33631295
0.0105894,-13134.155026,-12441.9324424,-6744.94305477,-6057.40152751,19879.0980807,18499.33397,-21.8056416137,-77341.141449,-74312.5611619,-318857.660814,-285827.405789,393500.922203,360139.966951,-69783.1308472,-321809.988861,405796.317802,-69783.1308472,-21.8056416137,-321809.988861,-276472.381323,405796.317802,474059.654429,-72148.783845,-316087.829588,395339.370218,-69783.1308472,-321809.988861,405796.317802,-69783.1308472,-321809.988861,405796.317802,-21.8056416137,-276472.381323,474059.654429,-2180.56416137
0.010656,-12831.7847956,-12082.0767983,-7140.79729461,-6503.96626132,19972.5820902,18586.0430596,-21.8341719598,-69542.7234947,-64926.2547189,-324746.204274,-292034.430885,390947.375426,356960.685604,-63350.9686741,-328045.860033,402987.067102,-63350.9686741,-21.8341719598,-328045.860033,-285559.374069,402987.067102,468533.12992,-64862.5949734,-322058.502759,392717.607605,-63350.9686741,-328045.860033,402987.067102,-63350.9686741,-328045.860033,402987.067102,-21.8341719598,-285559.374069,468533.12992,-2183.41719598
0.0107226,-12521.3206257,-11714.6051096,-7532.14919073,-6946.43116219,20053.4698165,18661.0362718,-21.8489385486,-61701.21096,-55499.0214341,-330429.877306,-298057.369483,388147.873342,353556.390917,-56878.7593318,-334074.770652,399923.594829,-56878.7593318,-21.8489385486,-334074.770652,-294466.66682,399923.594829,462711.361009,-57535.438177,-327826.031993,389848.125643,-56878.7593318,-334074.770652,399923.594829,-56878.7593318,-334074.770652,399923.594829,-21.8489385486,-294466.66682,462711.361009,-2184.89385486
0.0107892,-12202.9639645,-11339.7490154,-7918.75842982,-7384.51731843,20121.7223943,18724.2663339,-21.8499274763,-53820.8747215,-46036.8038479,-335905.281291,-303892.424968,385103.87172,349929.228816,-50370.6605626,-339893.367553,396608.088606,-50370.6605626,-21.8499274763,-339893.367553,-303188.482139,396608.088606,456598.140902,-50171.96716,-333387.114007,386732.96594,-50370.6605626,-339893.367553,396608.088606,-50370.6605626,-339893.367553,396608.088606,-21.8499274763,-303188.482139,456598.140902,-2184.99274763
0.0108558,-11876.9189183,-10957.7448097,-8300.37998371,-7817.94857855,20177.298902,18775.6933882,-21.8371463372,-45906.456597,-36545.5665532,-341169.112451,-309535.919162,381817.12699,346081.485716,-43830.8522022,-345497.98312,393042.760308,-43830.8522022,-21.8371463372,-345497.98312,-311719.238695,393042.760308,450197.434437,-42776.8901159,-338738.248091,383374.185388,-43830.8522022,-345497.98312,393042.760308,-43830.8522022,-345497.98312,393042.760308,-21.8371463372,-311719.238695,450197.434437,-2183.71463372
0.0109224,-11543.3878721,-10568.8332921,-8676.77173829,-8246.45172529,20220.1596104,18815.2850174,-21.8106155833,-37962.9200882,-27031.2924357,-346217.980384,-314984.294639,378289.819403,342015.587074,-37263.373241,-350884.91,389229.755842,-37263.373241,-21.8106155833,-350884.91,-320053.350164,389229.755842,443513.076109,-35354.8178672,-343875.937863,379773.805551,-37263.373241,-350884.91,389229.755842,-37263.373241,-350884.91,389229.755842,-21.8106155833,-320053.350164,443513.076109,-2181.06155833
0.010989,-11202.5657112,-10173.2596165,-9047.70038724,-8669.75664788,20250.2660984,18843.0162644,-21.7703345421,-29995.1649401,-17499.9789028,-351048.998343,-320234.116965,374524.018921,337734.095868,-30672.2177738,-356050.839933,385170.728328,-30672.2177738,-21.7703345421,-356050.839933,-328185.70019,385170.728328,436548.364827,-27910.2437648,-348796.943914,375933.565189,-30672.2177738,-356050.839933,385170.728328,-30672.2177738,-356050.839933,385170.728328,-21.7703345421,-328185.70019,436548.364827,-2177.03345421
0.0110556,-10854.6672578,-9771.27313634,-9412.9399797,-9087.59651231,20267.6072375,18858.8696486,-21.71631056,-22008.1724966,-7957.63410267,-355659.412933,-325282.076869,370521.904804,333239.710972,-24061.5041253,-360992.934883,380868.278403,-24061.5041253,-21.71631056,-360992.934883,-336111.780916,380868.278403,429307.704074,-20447.7954803,-353498.465914,371855.949274,-24061.5041253,-360992.934883,380868.278403,-24061.5041253,-360992.934883,380868.278403,-21.71631056,-336111.780916,429307.704074,-2171.631056
0.0111222,-10499.9355313,-9363.12724726,-9772.23786484,-9499.7079295,20272.1733961,18862.8351768,-21.6486131751,-14007.2832332,1589.72686289,-360044.906131,-330124.992325,366286.087163,328535.265462,-17435.684076,-365707.054779,376326.214614,-17435.684076,-21.6486131751,-365707.054779,-343825.815018,376326.214614,421796.993706,-12972.5879413,-357976.906024,367544.222943,-17435.684076,-365707.054779,376326.214614,-17435.684076,-365707.054779,376326.214614,-21.6486131751,-343825.815018,421796.993706,-2164.86131751
0.0111888,-10138.5970477,-8949.0792277,-10125.3597943,-9905.83112136,20263.956842,18854.9103491,-21.5672922168,-5997.62748859,11136.08573,-364202.39681,-334759.810558,361818.961269,323623.724828,-10799.1940266,-370190.041827,371547.305913,-10799.1940266,-21.5672922168,-370190.041827,-351322.613353,371547.305913,414021.083808,-5489.52614826,-362229.272327,363001.046749,-10799.1940266,-370190.041827,371547.305913,-10799.1940266,-370190.041827,371547.305913,-21.5672922168,-351322.613353,414021.083808,-2156.72922168
0.0112554,-9770.87299667,-8529.39007651,-10472.0965565,-10305.7100845,20242.9695532,18835.100161,-21.4723768149,2015.79647294,20675.4248664,-368130.358075,-339183.609968,357123.91881,318508.185102,-4156.14922287,-374439.781971,366534.249195,-4156.14922287,-21.4723768149,-374439.781971,-358597.769781,366534.249195,405984.40966,1996.82300583,-366253.358015,358229.127749,-4156.14922287,-374439.781971,366534.249195,-4156.14922287,-374439.781971,366534.249195,-21.4723768149,-358597.769781,405984.40966,-2147.23768149
0.011322,-9396.98947399,-8104.32434847,-10812.2370125,-10699.0927517,20209.2264865,18803.4171002,-21.3639136867,10028.038568,30201.7310651,-371826.375868,-343393.601976,352204.192609,313191.870911,2489.55672393,-378453.733981,361290.166636,2489.55672393,-21.3639136867,-378453.733981,-365646.943362,361290.166636,397691.862545,9481.9639778,-370046.749267,353231.431683,2489.55672393,-378453.733981,361290.166636,2489.55672393,-378453.733981,361290.166636,-21.3639136867,-365646.943362,397691.862545,-2136.39136867
0.0113886,-9017.18192005,-7674.14998754,-11145.5672595,-11085.7311507,20162.7491796,18759.8811383,-21.2419730925,18034.1588048,39708.9993341,-375288.172199,-347387.132774,347062.625046,307678.133439,9133.83570856,-382229.294917,355818.452119,9133.83570856,-21.2419730925,-382229.294917,-372465.883223,355818.452119,389148.546348,16961.2338446,-373607.023165,348011.153086,9133.83570856,-382229.294917,355818.452119,9133.83570856,-382229.294917,355818.452119,-21.2419730925,-372465.883223,389148.546348,-2124.19730925
0.0114552,-8631.69150165,-7239.13815795,-11471.8755172,-11465.3815606,20103.5670189,18704.5197185,-21.1066364557,26029.1173211,49191.2366824,-378513.780158,-351161.685005,341702.160739,301970.448322,15772.4021827,-385764.086268,350122.558755,15772.4021827,-21.1066364557,-385764.086268,-379050.329339,350122.558755,380359.824734,24429.8492089,-376931.926718,342571.595496,15772.4021827,-385764.086268,350122.558755,15772.4021827,-385764.086268,350122.558755,-21.1066364557,-379050.329339,380359.824734,-2110.66364557
0.0115218,-8240.75635574,-6799.56307328,-11790.9625281,-11837.8046652,20031.7188838,18637.3677385,-20.9579961563,34007.7575882,58642.4658974,-381501.33786,-354714.879346,336126.219046,296072.413449,22401.250538,-389056.075956,344205.972354,22401.250538,-20.9579961563,-389056.075956,-385396.116071,344205.972354,371331.529024,31883.2573266,-380019.508801,336916.116376,22401.250538,-389056.075956,344205.972354,22401.250538,-389056.075956,344205.972354,-20.9579961563,-385396.116071,371331.529024,-2095.79961563
0.0115884,-7844.62100343,-6355.70182359,-12102.6189924,-12202.7657045,19947.2399958,18558.4675281,-20.7961498456,41964.8588693,68056.7293128,-384248.494907,-358044.476011,330338.412399,289987.746698,29016.1345096,-392102.776896,338072.244228,29016.1345096,-20.7961498456,-392102.776896,-391498.912972,338072.244228,362069.143737,39316.6903081,-382867.51229,331048.122177,29016.1345096,-392102.776896,338072.244228,29016.1345096,-392102.776896,338072.244228,-20.7961498456,-391498.912972,362069.143737,-2079.61498456
0.011655,-7443.53244616,-5907.83420076,-12406.6345872,-12560.0346219,19850.1670334,18467.8688227,-20.6211839911,49895.0280077,77428.092564,-386753.191512,-361148.376157,324341.782651,283720.283593,35612.6432266,-394901.704798,331724.842089,35612.6432266,-20.6211839911,-394901.704798,-397354.801199,331724.842089,352577.33326,46725.2765207,-385473.681359,324970.999794,35612.6432266,-394901.704798,331724.842089,35612.6432266,-394901.704798,331724.842089,-20.6211839911,-397354.801199,352577.33326,-2062.11839911
0.0117216,-7037.75016017,-5456.24252214,-12702.8270478,-12909.3862099,19740.577208,18365.628732,-20.4332013539,57793.1237773,86750.6483288,-389014.435415,-364024.623215,318140.080735,277273.974886,42186.6321742,-397451.630602,325168.170131,42186.6321742,-20.4332013539,-397451.630602,-402960.632815,325168.170131,342862.383029,54104.3682194,-387836.787856,318688.912159,42186.6321742,-397451.630602,325168.170131,42186.6321742,-397451.630602,325168.170131,-20.4332013539,-402960.632815,342862.383029,-2043.32013539
0.0117882,-6627.53594066,-5001.21145254,-12991.0162542,-13250.6002515,19618.5521949,18251.8117041,-20.2323525469,65655.3696353,96018.5200514,-391030.072852,-366671.404116,311738.556142,270652.884064,48734.288799,-399750.99682,318407.040749,48734.288799,-20.2323525469,-399750.99682,-408312.086855,318407.040749,332932.077617,61449.4829573,-389955.480246,312206.268287,48734.288799,-399750.99682,318407.040749,48734.288799,-399750.99682,318407.040749,-20.2323525469,-408312.086855,332932.077617,-2023.23525469
0.0118548,-6213.14571004,-4543.02782485,-13271.0197619,-13583.4616595,19484.165472,18126.4894844,-20.0187717738,73476.9529228,105225.865646,-392798.782284,-369087.050438,305141.326702,263861.184792,55251.4811342,-401798.313065,311445.555789,55251.4811342,-20.0187717738,-401798.313065,-413405.649909,311445.555789,322792.784193,68755.9999096,-391828.377304,305527.039813,55251.4811342,-401798.313065,311445.555789,55251.4811342,-401798.313065,311445.555789,-20.0187717738,-413405.649909,322792.784193,-2001.87717738
0.0119214,-5794.83887505,-4081.98045918,-13542.6601825,-13907.7606117,19337.4990576,17989.7410709,-19.7925772118,81252.1858075,114366.881182,-394319.969352,-371270.039457,298351.975229,256903.158275,61733.5674325,-403592.77063,304287.465212,61733.5674325,-19.7925772118,-403592.77063,-418238.561911,304287.465212,312450.310637,76019.0521249,-393454.518372,298655.091548,61733.5674325,-403592.77063,304287.465212,61733.5674325,-403592.77063,304287.465212,-19.7925772118,-418238.561911,312450.310637,-1979.25772118
0.011988,-5372.8803289,-3618.35998086,-13805.7664795,-14223.2926834,19178.6468084,17841.6526642,-19.5538986147,88976.0711946,123435.804537,-395592.729623,-373218.995107,291374.700552,249783.19057,68176.6415719,-405133.070241,296937.531842,68176.6415719,-19.5538986147,-405133.070241,-422807.925897,296937.531842,301910.943432,83234.1441695,-394832.804567,291594.894579,68176.6415719,-405133.070241,296937.531842,68176.6415719,-405133.070241,296937.531842,-19.5538986147,-422807.925897,301910.943432,-1955.38986147
0.0120546,-4947.53727506,-3152.45863716,-14060.1716963,-14529.8589761,19007.7089713,17682.3176133,-19.3028896543,96643.9442874,132426.919035,-396616.247968,-374932.688846,284213.677398,242505.76981,74577.1284294,-406417.689123,289400.945831,74577.1284294,-19.3028896543,-406417.689123,-427110.9923,289400.945831,291181.204597,90396.9582586,-395962.085233,284351.186463,74577.1284294,-406417.689123,289400.945831,74577.1284294,-406417.689123,289400.945831,-19.3028896543,-427110.9923,291181.204597,-1930.28896543
0.0121212,-4519.07634266,-2684.57011313,-14305.7095529,-14827.266243,18824.7858955,17511.8363562,-19.0397127449,104250.944193,141334.557049,-397389.652211,-376410.040432,276872.91882,235075.483383,80930.6623622,-407445.804165,281682.039625,80930.6623622,-19.0397127449,-407445.804165,-431145.306791,281682.039625,280267.65864,97502.7883646,-396841.563745,276928.273009,80930.6623622,-407445.804165,281682.039625,80930.6623622,-407445.804165,281682.039625,-19.0397127449,-431145.306791,280267.65864,-1903.97127449
0.0121878,-4087.76734779,-2214.98934648,-14542.227072,-15115.3270109,18629.9944198,17330.3163574,-18.7645278273,111792.144018,150153.103567,-397912.521263,-377650.118603,269357.195179,227497.015035,87232.9465589,-408217.165732,273785.372238,87232.9465589,-18.7645278273,-408217.165732,-434908.629,273785.372238,269177.012757,104547.021031,-397470.903841,269330.686586,87232.9465589,-408217.165732,273785.372238,87232.9465589,-408217.165732,273785.372238,-18.7645278273,-434908.629,269177.012757,-1876.45278273
0.0122544,-3653.88092056,-1744.0123416,-14769.578179,-15393.8596981,18423.4590995,17137.8720397,-18.477516482,119262.804645,158876.999743,-398184.798046,-378652.141665,261671.76582,219775.141922,93480.0669428,-408731.403302,265715.905903,93480.0669428,-18.477516482,-408731.403302,-438397.662102,265715.905903,257916.365529,111525.269808,-397849.795478,261563.212103,93480.0669428,-408731.403302,265715.905903,93480.0669428,-408731.403302,265715.905903,-18.477516482,-438397.662102,257916.365529,-1847.7516482
0.012321,-3217.68481983,-1271.93598303,-14987.6175487,-15662.6887289,18205.3023685,16934.624712,-18.1788642477,126658.267903,167500.746389,-398206.212817,-379415.477984,253821.484968,211914.731595,99668.1271107,-408988.034335,257478.434753,99668.1271107,-18.1788642477,-408988.034335,-441609.2841,257478.434753,246492.681628,118433.178711,-397977.863192,253630.520847,99668.1271107,-408988.034335,257478.434753,99668.1271107,-408988.034335,257478.434753,-18.1788642477,-441609.2841,246492.681628,-1817.88642477
0.0123876,-2779.45972881,-799.057848321,-15196.2095503,-15921.6446447,17975.6692791,16720.7024931,-17.868753057,133973.813844,176018.907451,-397976.550741,-379939.646384,245811.29245,203920.738933,105793.154319,-408987.074759,249078.414949,105793.154319,-17.868753057,-408987.074759,-444542.264486,249078.414949,234913.632533,125266.334312,-397855.169698,245537.821087,105793.154319,-408987.074759,249078.414949,105793.154319,-408987.074759,249078.414949,-17.868753057,-444542.264486,234913.632533,-1786.8753057
0.0124542,-2339.4885479,-325.676020391,-15395.2219192,-16170.5642103,17734.7104671,16496.2402307,-17.5473772531,141204.914809,184426.113431,-397495.654125,-380224.316451,237646.530505,195798.20302,111851.743144,-408728.024193,240521.983406,111851.743144,-17.5473772531,-408728.024193,-447195.208586,240521.983406,223186.914661,132020.613198,-397481.572194,237290.708588,111851.743144,-408728.024193,240521.983406,111851.743144,-408728.024193,240521.983406,-17.5473772531,-447195.208586,223186.914661,-1754.73772531
0.0125208,-1898.04497507,147.911100314,-15584.5314266,-16409.290517,17482.5764017,16261.3794167,-17.2149357459,148347.009578,192717.06477,-396763.992392,-380269.30874,229332.263072,187552.24397,117840.127704,-408211.122655,231814.373581,117840.127704,-17.2149357459,-408211.122655,-449566.405656,231814.373581,211319.760032,138691.819366,-396857.348088,228894.273837,117840.127704,-408211.122655,231814.373581,117840.127704,-408211.122655,231814.373581,-17.2149357459,-449566.405656,211319.760032,-1721.49357459
0.0125874,-1455.40221495,621.404983941,-15764.01763,-16637.6730816,17219.419845,16016.2680977,-16.8716382256,155394.999004,200886.535195,-395782.823749,-380074.594891,220872.920014,179188.059696,123753.876538,-407437.286585,222960.123351,123753.876538,-16.8716382256,-407437.286585,-451654.564479,222960.123351,199319.281598,145275.442507,-395983.144184,220353.268512,123753.876538,-407437.286585,222960.123351,123753.876538,-407437.286585,222960.123351,-16.8716382256,-451654.564479,199319.281598,-1687.16382256
0.012654,-1011.83987866,1094.50715941,-15933.563809,-16855.5679411,16945.4036876,15761.0607816,-16.5176985666,162344.748356,208929.375006,-394552.62836,-379640.297642,212274.157678,170710.922636,129589.415195,-406406.642764,213965.002737,129589.415195,-16.5176985666,-406406.642764,-453458.377079,213965.002737,187193.13349,151767.383777,-394859.293466,211673.155095,129589.415195,-406406.642764,213965.002737,129589.415195,-406406.642764,213965.002737,-16.5176985666,-453458.377079,187193.13349,-1651.76985666
0.0127206,-567.640576123,1566.91940257,-16093.0671877,-17062.8377434,16660.7077638,15495.9183409,-16.1533390068,169192.924069,216840.514329,-393073.102297,-378966.690758,203542.315667,162126.176428,135343.665121,-405119.480789,204835.456521,135343.665121,-16.1533390068,-405119.480789,-454976.246979,204835.456521,174949.292804,158163.857578,-393486.388804,202859.851978,135343.665121,-405119.480789,204835.456521,135343.665121,-405119.480789,204835.456521,-16.1533390068,-454976.246979,174949.292804,-1615.33390068
0.0127872,-123.083022024,2038.34392415,-16242.4310382,-17259.3518344,16365.5140603,15221.0079102,-15.7788002875,175934.944748,224614.966307,-391344.94912,-378054.198851,194681.990135,153439.232544,141012.892835,-403576.939836,195577.05765,141012.892835,-15.7788002875,-403576.939836,-456206.738415,195577.05765,162595.079565,164460.809039,-391865.496326,193918.831759,141012.892835,-403576.939836,195577.05765,141012.892835,-403576.939836,195577.05765,-15.7788002875,-456206.738415,162595.079565,-1577.88002875
0.0128538,321.552924609,2508.48355753,-16381.5599986,-17444.9863395,16060.0070739,14936.502782,-15.3943185062,182565.938698,232247.830243,-389369.952984,-376903.39712,185698.247352,144655.566876,146593.212409,-401780.233047,186195.308879,146593.212409,-15.3943185062,-401780.233047,-457149.203092,186195.308879,150138.224262,170654.107879,-389997.742348,184855.552216,146593.212409,-401780.233047,186195.308879,146593.212409,-401780.233047,186195.308879,-15.3943185062,-457149.203092,150138.224262,-1539.43185062
0.0129204,765.986806878,2977.04194599,-16510.3577636,-17619.6242424,15744.3709568,14642.5822964,-15.0001309968,189081.410631,239734.294696,-387149.958252,-375515.010982,176597.274087,135780.716286,152080.896574,-399730.200283,176695.92422,152080.896574,-15.0001309968,-399730.200283,-457803.485531,176695.92422,137586.932914,176739.693985,-387884.059251,175675.578594,152080.896574,-399730.200283,176695.92422,152080.896574,-399730.200283,176695.92422,-15.0001309968,-457803.485531,137586.932914,-1500.01309968
0.012987,1209.93966749,3443.72372961,-16628.7379554,-17783.1554586,15418.7982879,14339.431729,-14.5964895438,195477.348637,247069.640506,-384686.300931,-373889.91562,167384.988225,126820.275114,157472.471973,-397427.847965,167084.808336,157472.471973,-14.5964895438,-397427.847965,-458169.449004,167084.808336,124948.992622,182713.700619,-385525.568144,166384.611201,157472.471973,-397427.847965,167084.808336,157472.471973,-397427.847965,167084.808336,-14.5964895438,-458169.449004,124948.992622,-1459.64895438
0.0130536,1653.12798715,3908.23473136,-16736.6335856,-17935.4769046,15083.5055985,14027.2421733,-14.1836553998,201750.010791,254249.243771,-381980.296761,-372029.135425,158067.289857,117779.891654,162764.553893,-394875.059285,157368.248014,162764.553893,-14.1836553998,-394875.059285,-458246.914713,157368.248014,112232.273596,188572.392117,-382924.081476,156988.707854,162764.553893,-394875.059285,157368.248014,162764.553893,-394875.059285,157368.248014,-14.1836553998,-458246.914713,112232.273596,-1418.36553998
0.0131202,2095.27002469,4370.28214261,-16833.9810117,-18076.4925634,14738.710987,13706.2104208,-13.7618899142,207895.583235,261268.578765,-379033.313976,-369933.843359,148650.270416,108665.264593,167953.933248,-392073.569794,147552.632615,167953.933248,-13.7618899142,-392073.569794,-458035.701594,147552.632615,99444.8464594,194312.150205,-380081.368052,147493.976793,167953.933248,-392073.569794,147552.632615,167953.933248,-392073.569794,147552.632615,-13.7618899142,-458035.701594,99444.8464594,-1376.18899142
0.0131868,2536.0879144,4829.57470766,-16920.7186387,-18206.1135444,14384.6307243,13376.5388367,-13.3314502681,213910.061494,268123.220789,-375847.41782,-367605.360206,139139.658305,99482.139417,173037.585121,-389024.885549,137644.345953,173037.585121,-13.3314502681,-389024.885549,-457535.860375,137644.345953,86594.6975988,199929.483631,-376999.082175,137906.490689,173037.585121,-389024.885549,137644.345953,173037.585121,-389024.885549,137644.345953,-13.3314502681,-457535.860375,86594.6975988,-1333.14502681
0.0132534,2975.31084218,5285.82290738,-16996.7904233,-18324.2581399,14021.4795811,13038.4352325,-12.8926098138,219789.257342,274808.848957,-372425.363274,-365045.153747,129540.726761,90236.3047897,178012.111139,-385731.042119,127649.027824,178012.111139,-12.8926098138,-385731.042119,-456747.652515,127649.027824,73689.3848107,205420.788049,-373679.166442,128231.900601,178012.111139,-385731.042119,127649.027824,178012.111139,-385731.042119,127649.027824,-12.8926098138,-456747.652515,73689.3848107,-1289.26098138
