time_s,BUS2_voltage,BUS1_voltage,output_fixed_1,output_fixed_2,switch_voltage_switch_fixed_1,switch_current_switch_fixed_1
0.00765,-0.967001488439,-0.967001487763,-0.967001487763,-0.967001488439,6.75780320591e-10,0.675780338572
0.0077,-0.971631733543,-0.971631732915,-0.971631732915,-0.971631733543,6.27314533652e-10,0.627314508133
0.00775,-0.975916762518,-0.975916761939,-0.975916761939,-0.975916762518,5.78625702907e-10,0.578625795833
0.0078,-0.979855052914,-0.979855052385,-0.979855052385,-0.979855052914,5.29731480903e-10,0.529731500541
0.00785,-0.983445205476,-0.983445204996,-0.983445204996,-0.983445205476,4.80648965073e-10,0.480648994167
0.0079,-0.98668594464,-0.986685944208,-0.986685944208,-0.98668594464,4.31395696943e-10,0.431395715491
0.00795,-0.989576118985,-0.989576118603,-0.989576118603,-0.989576118985,3.81989107012e-10,0.38198916397
0.008,-0.992114701647,-0.992114701315,-0.992114701315,-0.992114701647,3.32446958851e-10,0.332446893514
0.00805,-0.99430079068,-0.994300790397,-0.994300790397,-0.99430079068,2.82786571937e-10,0.282786506258
0.0081,-0.996133609376,-0.996133609143,-0.996133609143,-0.996133609376,2.33025598817e-10,0.233025646301
0.00815,-0.997612506545,-0.997612506361,-0.997612506361,-0.997612506545,1.83182025104e-10,0.183181993438
0.0082,-0.998736956739,-0.998736956606,-0.998736956606,-0.998736956739,1.33273170277e-10,0.133273256883
0.00825,-0.999506560449,-0.999506560366,-0.999506560366,-0.999506560449,8.33172419945e-11,0.0833171689712
0.0083,-0.999921044237,-0.999921044204,-0.999921044204,-0.999921044237,3.33314487122e-11,0.033331478864
0.00835,-0.999980260839,-0.999980260856,-0.999980260856,-0.999980260839,-1.66660019119e-11,0
0.0084,1.66662336496,-0.999684189283,-0.999684189283,1.66662336496,-2.66630755424,0
0.00845,-1.66662336496,-0.999032934678,-0.999032934678,-1.66662336496,0.667590430278,0
0.0085,1.66662336496,-0.998026728428,-0.998026728428,1.66662336496,-2.66465009338,0
0.00855,-1.66662336496,-0.996665928034,-0.996665928034,-1.66662336496,0.669957436922,0
0.0086,1.66662336496,-0.994951016981,-0.994951016981,1.66662336496,-2.66157438194,0
0.00865,-1.66662336496,-0.99288260457,-0.99288260457,-1.66662336496,0.673740760386,0
0.0087,1.66662336496,-0.990461425697,-0.990461425697,1.66662336496,-2.65708479065,0
0.00875,-1.66662336496,-0.987688340595,-0.987688340595,-1.66662336496,0.678935024361,0
0.0088,1.66662336496,-0.984564334529,-0.984564334529,1.66662336496,-2.65118769949,0
0.00885,-1.66662336496,-0.981090517443,-0.981090517443,-1.66662336496,0.685532847513,0
0.0089,1.66662336496,-0.977268123568,-0.977268123568,1.66662336496,-2.64389148852,0
0.00895,-1.66662336496,-0.973098510982,-0.973098510982,-1.66662336496,0.693524853974,0
0.009,1.66662336496,-0.968583161129,-0.968583161129,1.66662336496,-2.63520652608,0
0.00905,-1.66662336496,-0.96372367829,-0.96372367829,-1.66662336496,0.702899686666,0
0.0091,1.66662336496,-0.958521789017,-0.958521789017,1.66662336496,-2.62514515397,0
0.00915,-1.66662336496,-0.952979341517,-0.952979341517,-1.66662336496,0.713644023439,0
0.0092,1.66662336496,-0.947098304995,-0.947098304995,1.66662336496,-2.61372166995,0
0.00925,-1.66662336496,-0.940880768954,-0.940880768954,-1.66662336496,0.725742596002,0
0.0093,1.66662336496,-0.934328942457,-0.934328942457,1.66662336496,-2.60095230741,0
0.00935,-1.66662336496,-0.927445153335,-0.927445153335,-1.66662336496,0.739178211622,0
0.0094,1.66662336496,-0.920231847366,-0.920231847366,1.66662336496,-2.58685521232,0
0.00945,-1.66662336496,-0.912691587404,-0.912691587404,-1.66662336496,0.753931777553,0
0.0095,1.66662336496,-0.904827052466,-0.904827052466,1.66662336496,-2.57145041742,0
0.00955,-1.66662336496,-0.896641036785,-0.896641036785,-1.66662336496,0.769982328171,0
0.0096,1.66662336496,-0.888136448814,-0.888136448814,1.66662336496,-2.55475981377,0
0.00965,-1.66662336496,-0.879316310191,-0.879316310191,-1.66662336496,0.787307054766,0
0.0097,1.66662336496,-0.87018375467,-0.87018375467,1.66662336496,-2.53680711963,0
0.00975,-1.66662336496,-0.860742027004,-0.860742027004,-1.66662336496,0.805881337952,0
0.0098,1.66662336496,-0.850994481795,-0.850994481795,1.66662336496,-2.51761784675,0
0.00985,-1.66662336496,-0.840944582298,-0.840944582298,-1.66662336496,0.825678782658,0
0.0099,1.66662336496,-0.830595899196,-0.830595899196,1.66662336496,-2.49721926415,0
0.00995,-1.66662336496,-0.819952109325,-0.819952109325,-1.66662336496,0.846671255631,0
0.01,1.66662336496,-0.809016994375,-0.809016994375,1.66662336496,-2.47564035933,0
