time_s,phase_a_v_pu,phase_b_v_pu,phase_c_v_pu,v_ab_pu,v_bc_pu,v_ca_pu
0.01255,-0.718126297045,0.961741308587,-0.243615011542,-1.67986760563,1.20535632013,0.474511285503
0.0126,-0.728968626692,0.957319496575,-0.228350869882,-1.68628812327,1.18567036646,0.50061775681
0.01265,-0.739631094239,0.952661480301,-0.213030386062,-1.69229257454,1.16569186636,0.526600708177
0.0127,-0.75011106888,0.947768409062,-0.197657340181,-1.69787947794,1.14542574924,0.552453728699
0.01275,-0.76040596484,0.94264149015,-0.18223552531,-1.70304745499,1.12487701546,0.57817043953
0.0128,-0.770513242005,0.937281988555,-0.166768746549,-1.70779523056,1.1040507351,0.603744495456
0.01285,-0.780430406558,0.931691226654,-0.151260820096,-1.71212163321,1.08295204675,0.629169586462
0.0129,-0.790155011586,0.925870583884,-0.135715572299,-1.71602559547,1.06158615618,0.654439439287
0.01295,-0.799684657687,0.919821496402,-0.120136838715,-1.71950615409,1.03995833512,0.679547818973
0.013,-0.809016993566,0.913545456729,-0.104528463163,-1.72256245029,1.01807391989,0.704488530403
0.01305,-0.818149716607,0.907044013384,-0.0888942967775,-1.72519372999,0.995938310162,0.729255419829
0.0131,-0.827080573447,0.900318770502,-0.0732381970544,-1.72739934395,0.973556967556,0.753842376393
0.01315,-0.835807360532,0.893371387434,-0.057564026902,-1.72917874797,0.950935414336,0.77824333363
0.0132,-0.844327924658,0.886203578345,-0.0418756536873,-1.730531503,0.928079232032,0.80245227097
0.01325,-0.852640163501,0.878817111783,-0.0261769482817,-1.73145727528,0.904994060065,0.82646321522
0.0133,-0.860742026143,0.871213810249,-0.0104717841058,-1.73195583639,0.881685594355,0.850270242037
0.01335,-0.86863151357,0.863395549743,0.00523596382618,-1.73202706331,0.858159585917,0.873867477396
0.0134,-0.876306679168,0.855364259305,0.0209424198624,-1.73167093847,0.834421839443,0.89724909903
0.01345,-0.883765629205,0.847121920535,0.0366437086699,-1.73088754974,0.810478211865,0.920409337875
0.0135,-0.891006523297,0.838670567107,0.0523359561906,-1.7296770904,0.786334610916,0.943342479488
0.01355,-0.898027574863,0.830012284265,0.0680152905972,-1.72803985913,0.761996993668,0.96604286546
0.0136,-0.904827051561,0.821149208313,0.0836778432486,-1.72597625987,0.737471365064,0.98850489481
0.01365,-0.911403275724,0.81208352608,0.0993197496443,-1.7234868018,0.712763776435,1.01072302537
0.0137,-0.917754624766,0.802817474388,0.114937150378,-1.72057209915,0.68788032401,1.03269177514
0.01375,-0.923879531587,0.793353339498,0.13052619209,-1.71723287109,0.662827147408,1.05440572368
0.0138,-0.929776484958,0.783693456542,0.146083028416,-1.7134699415,0.637610428126,1.07585951337
0.01385,-0.935444029894,0.773840208953,0.161603820942,-1.70928423885,0.612236388011,1.09704785084
0.0139,-0.940880768013,0.763796027871,0.177084740142,-1.70467679588,0.586711287728,1.11796550816
0.01395,-0.946085357881,0.753563391548,0.192521966333,-1.69964874943,0.561041425215,1.13860732421
0.014,-0.951056515344,0.743144824734,0.20791169061,-1.69420134008,0.535233134124,1.15896820595
0.01405,-0.955793013843,0.732542898055,0.223250115788,-1.6883359119,0.509292782267,1.17904312963
0.0141,-0.960293684717,0.721760227377,0.23853345734,-1.68205391209,0.483226770037,1.19882714206
0.01415,-0.964557417493,0.710799473162,0.253757944331,-1.67535689066,0.457041528831,1.21831536182
0.0142,-0.96858316016,0.699663339814,0.268919820346,-1.66824649997,0.430743519467,1.23750298051
0.01425,-0.972369919425,0.688354575005,0.28401534442,-1.66072449443,0.404339230585,1.25638526385
0.0143,-0.975916760963,0.676875969006,0.299040791957,-1.65279272997,0.377835177049,1.27495755292
0.01435,-0.979222809643,0.665230353989,0.313992455653,-1.64445316363,0.351237898336,1.2932152653
0.0144,-0.982287249746,0.653420603337,0.32886664641,-1.63570785308,0.324553956927,1.31115389616
0.01445,-0.98510932517,0.641449630928,0.343659694242,-1.6265589561,0.297789936686,1.32876901941
0.0145,-0.987688339607,0.629320390421,0.358367949187,-1.61700873003,0.270952441234,1.34605628879
0.01455,-0.990023656727,0.617035874524,0.372987782203,-1.60705953125,0.244048092321,1.36301143893
0.0146,-0.992114700322,0.604599114258,0.387515586065,-1.59671381458,0.217083528193,1.37963028639
0.01465,-0.993960954461,0.592013178207,0.401947776254,-1.58597413267,0.190065401953,1.39590873072
0.0147,-0.995561963608,0.579281171763,0.416280791844,-1.57484313537,0.163000379919,1.41184275545
0.01475,-0.996917332736,0.566406236358,0.430511096378,-1.56332356909,0.135895139981,1.42742842911
0.0148,-0.99802672743,0.55339154869,0.44463517874,-1.55141827612,0.10875636995,1.44266190617
0.01485,-0.998889873963,0.540240319937,0.458649554026,-1.5391301939,0.0815907659117,1.45753942799
0.0149,-0.999506559366,0.52695579497,0.472550764397,-1.52646235434,0.0544050305732,1.47205732376
0.01495,-0.999876631482,0.513541251545,0.486335379937,-1.51341788303,0.0272058716075,1.48621201142
0.015,-0.999999999,0.4999999995,0.4999999995,-1.4999999985,-1.60982338571e-15,1.4999999985
0.01505,-0.999876631482,0.486335379937,0.513541251545,-1.48621201142,-0.0272058716075,1.51341788303
0.0151,-0.999506559366,0.472550764397,0.52695579497,-1.47205732376,-0.0544050305732,1.52646235434
0.01515,-0.998889873963,0.458649554026,0.540240319937,-1.45753942799,-0.0815907659117,1.5391301939
0.0152,-0.99802672743,0.44463517874,0.55339154869,-1.44266190617,-0.10875636995,1.55141827612
0.01525,-0.996917332736,0.430511096378,0.566406236358,-1.42742842911,-0.135895139981,1.56332356909
0.0153,-0.995561963608,0.416280791844,0.579281171763,-1.41184275545,-0.163000379919,1.57484313537
0.01535,-0.993960954461,0.401947776254,0.592013178207,-1.39590873072,-0.190065401953,1.58597413267
0.0154,-0.992114700322,0.387515586065,0.604599114258,-1.37963028639,-0.217083528193,1.59671381458
0.01545,-0.990023656727,0.372987782203,0.617035874524,-1.36301143893,-0.244048092321,1.60705953125
0.0155,-0.987688339607,0.358367949187,0.629320390421,-1.34605628879,-0.270952441234,1.61700873003
0.01555,-0.98510932517,0.343659694242,0.641449630928,-1.32876901941,-0.297789936686,1.6265589561
0.0156,-0.982287249746,0.32886664641,0.653420603337,-1.31115389616,-0.324553956927,1.63570785308
0.01565,-0.979222809643,0.313992455653,0.665230353989,-1.2932152653,-0.351237898336,1.64445316363
0.0157,-0.975916760963,0.299040791957,0.676875969006,-1.27495755292,-0.377835177049,1.65279272997
0.01575,-0.972369919425,0.28401534442,0.688354575005,-1.25638526385,-0.404339230585,1.66072449443
0.0158,-0.96858316016,0.268919820346,0.699663339814,-1.23750298051,-0.430743519467,1.66824649997
0.01585,-0.964557417493,0.253757944331,0.710799473162,-1.21831536182,-0.457041528831,1.67535689066
0.0159,-0.960293684717,0.23853345734,0.721760227377,-1.19882714206,-0.483226770037,1.68205391209
0.01595,-0.955793013843,0.223250115788,0.732542898055,-1.17904312963,-0.509292782267,1.6883359119
0.016,-0.951056515344,0.20791169061,0.743144824734,-1.15896820595,-0.535233134124,1.69420134008
