time_s,source_a_v_pu,source_b_v_pu,source_c_v_pu,primary_a_v_pu,primary_b_v_pu,primary_c_v_pu,load_a_v_pu,load_b_v_pu,load_c_v_pu
0.0091,0.277847241902,0.689305386251,-0.967152628347,0.289312530716,0.580704464466,-0.872299209771,0.301049915523,0.455065506941,-0.761452330895
0.00915,0.262791169878,0.700510783909,-0.963301953976,0.276737436186,0.591187791509,-0.869569819679,0.291357688332,0.464693306786,-0.760010189846
0.0092,0.247670258064,0.711543341014,-0.959213599263,0.264094060537,0.601525151217,-0.866625774733,0.281593572357,0.474206234827,-0.758380310003
0.00925,0.232488237321,0.722400335446,-0.954888572946,0.251385523987,0.611714193883,-0.86346800405,0.271759978144,0.483602374605,-0.756563528157
0.0093,0.217248853583,0.733079088405,-0.950327942163,0.238614961521,0.621752205244,-0.860097084662,0.26185933058,0.492878978363,-0.754559859256
0.00935,0.201955866942,0.743576965069,-0.94553283218,0.225785524733,0.631636908229,-0.856514049777,0.251894073895,0.502034185326,-0.75237022967
0.0094,0.186613050712,0.753891375242,-0.94050442612,0.212900378443,0.641365664886,-0.852719582587,0.241866665466,0.511065309803,-0.749994748979
0.00945,0.171224190505,0.764019774,-0.935243964665,0.199962702515,0.650936273233,-0.848714819574,0.231779580795,0.519970548978,-0.74743443266
0.0095,0.15579308329,0.77395966231,-0.929752745756,0.186975688476,0.660346174026,-0.84450054921,0.221635307326,0.528747281434,-0.744689484382
0.00955,0.140323536464,0.783708587655,-0.924032124269,0.173942541324,0.66959324275,-0.840078010338,0.21143634939,0.537393764532,-0.741761008164
0.0096,0.124819366904,0.793264144632,-0.918083511682,0.160866476146,0.678675001194,-0.835448095725,0.20118522204,0.545907443284,-0.738649301121
0.00965,0.109284400034,0.802623975552,-0.911908375726,0.147750719908,0.687589404604,-0.830612145556,0.190884455967,0.554286637377,-0.735355555164
0.0097,0.0937224688728,0.811785771016,-0.905508240024,0.134598508082,0.696334058049,-0.825571155811,0.18053659135,0.562528860344,-0.731880160126
0.00975,0.0781374130951,0.820747270488,-0.898884683713,0.121413086421,0.704906998755,-0.820326566894,0.170144182743,0.570632496287,-0.728224395069
0.0098,0.0625330780798,0.829506262852,-0.892039341057,0.108197707588,0.713305917234,-0.814879476814,0.159709792941,0.578595129282,-0.724388741723
