time_s,BUS2 A_v_pu,BUS1 A_v_pu,BUS2 B_v_pu,BUS1 B_v_pu,BUS2 C_v_pu,BUS1 C_v_pu,BUSC A_v_pu,BUSC B_v_pu,BUSC C_v_pu,BUS0 A_v_pu,BUS0 B_v_pu,BUS0 C_v_pu,GEN1 A_v_pu,GEN1 B_v_pu,GEN1 C_v_pu,WNDG1_saturated_transformer_internal_top_v_pu,WNDG2_saturated_transformer_internal_top_v_pu,WNDG3_saturated_transformer_internal_top_v_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase1_history_i_pu_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase2_history_i_pu_pu,coupled_lumped_sequence_impedance_1_source_equivalent_history_phase3_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase1_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase2_history_i_pu_pu,coupled_lumped_sequence_impedance_2_source_equivalent_history_phase3_history_i_pu_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,output_fixed_4_pu,output_fixed_5_pu,output_fixed_6_pu,branch_voltage_branch_fixed_1_pu,branch_voltage_branch_fixed_2_pu,branch_voltage_branch_fixed_3_pu,synchronous_machine_1_d_axis_current_pu,synchronous_machine_1_q_axis_current_pu,synchronous_machine_1_zero_sequence_current_pu,synchronous_machine_1_field_current_pu,synchronous_machine_1_d_axis_damper_current_pu,synchronous_machine_1_generator_field_current_pu,synchronous_machine_1_q_axis_damper_current_pu,synchronous_machine_1_phase_a_current_pu,synchronous_machine_1_phase_b_current_pu,synchronous_machine_1_phase_c_current_pu,synchronous_machine_1_electromagnetic_torque_pu,synchronous_machine_1_mechanical_angle_2_pu,synchronous_machine_1_mechanical_speed_2_pu,synchronous_machine_1_shaft_torque_1_pu,synchronous_machine_1_shaft_torque_2_pu,synchronous_machine_1_shaft_torque_3_pu
0.002,118902.279919,1.13488006455e-06,34666.9149524,-1.55156141534e-07,-153569.194871,-9.79723923017e-07,59.9985367493,-14.9623868732,-45.0361498761,1.09151346269e-15,-6.03422240787e-16,-4.88091215282e-16,10306.2719911,-3120.17301392,-7186.09897721,8123.59687955,-3832.06409707,-4291.53278248,-610.321104273,73.1126693369,537.208434936,-563.257016769,67.4123084497,495.844708319,10306.2719911,-3120.17301392,-7186.09897721,118902.279919,34666.9149524,-153569.194871,59.9985356144,-14.962386718,-45.0361488963,-11556.958018,31553.4246135,2.30008180435e-11,2610.22368919,568.299902406,-523.580756387,-2768.53398283,27236.844831,-16483.1483142,-10753.6965167,1.84187797558,59.9914538916,-0.249397314247,0.0002805061788,-0.0222677002732,-0.000353499750714
0.0022,91398.3318172,1.2093190819e-06,63433.0404726,-1.15706610533e-07,-154831.37229,-1.09361247137e-06,72.374992479,-16.3917095627,-55.9832829163,4.89314539625e-16,-2.70491463208e-16,-2.18823073447e-16,9272.94325817,-942.767468228,-8330.17578994,7647.54210808,-2219.24601415,-5428.29609393,-643.210107414,46.9030218252,596.307085589,-593.532529317,43.1898704326,550.342658885,9272.94325817,-942.767468228,-8330.17578994,91398.3318172,63433.0404726,-154831.37229,72.3749912697,-16.391709447,-55.9832818227,-14386.0867597,34790.2646302,-7.7555269249e-12,2769.01407977,705.577789225,-579.432688859,-3049.65779662,30623.9425219,-17612.3214428,-13011.6210791,2.03149596073,59.9883011984,-0.300851456985,0.000592912287268,-0.0295526470251,-0.000367047273399
0.0024,151357.330293,1.295937355e-06,51141.4671839,-7.00829560558e-08,-202498.797477,-1.22585439894e-06,85.60095725,-17.3715256056,-68.2294316444,2.19365818096e-16,-1.21245354475e-16,-9.8120462289e-17,13407.7456213,-3729.46470251,-9678.28091877,10606.3736487,-4755.04620516,-5851.32744354,-700.178469386,25.854120581,674.324348805,-646.039855305,23.7370784024,622.302776903,13407.7456213,-3729.46470251,-9678.28091877,151357.330293,51141.4671839,-202498.797477,85.6009559541,-17.3715255355,-68.2294304185,-16944.5794906,36878.5686046,1.2263499919e-11,2913.43404182,828.829044513,-617.311201565,-3228.54951612,33096.5001308,-17976.5558936,-15119.9442372,2.15428258676,59.984536064,-0.356288465981,0.000962656802874,-0.0382460802829,-0.000386611658334
0.0026,82181.1780222,1.37834878795e-06,71530.1923111,-2.16051657996e-08,-153711.370333,-1.35674362215e-06,99.7184327285,-17.8541798901,-81.8642528384,9.83534518563e-17,-5.43413359115e-17,-4.40121153479e-17,8828.61276531,-265.99176962,-8562.62099569,7412.48077924,-1688.5593916,-5723.92138763,-728.719289626,-3.31562617468,732.034915801,-672.279105194,-3.21373556599,675.49284076,8828.61276531,-265.99176962,-8562.62099569,82181.1780222,71530.1923111,-153711.370333,99.7184313502,-17.8541798685,-81.8642514817,-19442.4397661,38785.534003,1.30601565156e-11,3055.02939369,948.506665642,-652.543637971,-3391.04057058,35423.0813283,-17970.4574234,-17452.6239049,2.26666732672,59.9801190407,-0.414627522113,0.00139212191302,-0.0484359554047,-0.000413972683946
0.0028,69766.9475553,1.4282696801e-06,97029.2159453,4.44905648903e-08,-166796.163501,-1.472760245e-06,114.533475639,-17.7315777734,-96.8018978656,4.4099806879e-17,-2.43462342232e-17,-1.97535723885e-17,8837.1754789,1197.01064402,-10034.1861229,7675.18897302,-721.192166357,-6953.99680666,-752.033765254,-42.6222721864,794.656037441,-693.682858996,-39.52340367,733.206262666,8837.1754789,1197.01064402,-10034.1861229,69766.9475553,97029.2159453,-166796.163501,114.533474211,-17.7315778179,-96.8018963928,-22875.7639851,41293.6675355,-2.88487392007e-11,3248.83609616,1113.89579932,-697.628430394,-3606.44127088,38531.3883082,-18409.6191014,-20121.7692068,2.41462686744,59.9750151775,-0.476164663041,0.00188296806771,-0.0601991966853,-0.000451208489503
0.003,118805.941528,1.492209754e-06,86095.6592027,558.982127595,-204817.123459,-1.60792489974e-06,129.948423378,542.098174564,-113.064797288,1.97821079264e-17,1.15651463752e-10,-8.88301479214e-18,12179.5020289,-1127.76375765,-11051.7382712,10052.6319516,-2809.01394417,-7240.39897097,-795.108124728,-77.0443702241,872.220188461,-733.330558665,-71.3173480943,804.707124765,12179.5020289,-1127.76375765,-11051.7382712,118805.941528,86095.6592027,-204817.123459,129.948421886,-16.883953031,-113.06479568,-25727.4198374,42591.7644594,2.62204997649e-12,3411.20186203,1249.74377362,-723.657075981,-3714.29648589,40546.3082414,-18042.2503525,-22504.0578889,2.4921187387,59.9691907773,-0.540384940653,0.00243645065867,-0.0736091853591,-0.000500708814412
0.0032,42168.3069041,1.54499636552e-06,104595.604215,1221.38902327,-146579.75651,-1.73415592455e-06,145.978323415,1206.11541703,-130.706736828,8.87876285236e-18,1.88893462167e-10,-4.00815787772e-18,6950.59059214,2536.59743337,-9487.18802551,6349.97502108,510.379966789,-6853.33767101,-806.874471711,-118.51139322,925.601081154,-744.052258633,-109.614469826,853.85498484,6950.59059214,2536.59743337,-9487.18802551,42168.3069041,104595.604215,-146579.75651,145.97832187,-15.2736062402,-130.706735094,-28671.5962701,43984.1834446,2.71818417166e-11,3579.26022412,1389.53539081,-751.345108299,-3830.29779034,42635.7448907,-17447.5551207,-25188.18977,2.57538778569,59.9626203533,-0.606370384011,0.00305271873714,-0.0887196010063,-0.000565185807756
0.0034,43889.5655776,1.56822259874e-06,128342.6796,2154.09504963,-171908.071119,-1.84652166003e-06,162.408046849,2141.28740352,-149.607117512,3.98494049908e-18,2.77650040217e-10,-1.8200085109e-18,7981.2704158,3368.42917841,-11349.6995942,7346.81402397,899.921169935,-8234.38229884,-819.327742403,-169.012756168,988.815341358,-755.403630062,-156.251583597,912.070546071,7981.2704158,3368.42917841,-11349.6995942,43889.5655776,128342.6796,-171908.071119,162.408045281,-12.8076461074,-149.607115666,-32513.7763511,45612.598767,-1.49293056342e-11,3797.54463748,1573.0927054,-782.971601895,-3966.97214054,45300.3740985,-17197.2530363,-28103.1210621,2.67313496253,59.9552823906,-0.674345702996,0.00373124221465,-0.105574228246,-0.000647681611958
0.0036,80266.0033033,1.60634099089e-06,116906.04245,3340.5446642,-196670.217286,-1.97754822241e-06,179.160052209,3331.15912846,-169.79108842,1.79423920164e-18,3.69936145181e-10,-8.42974828385e-19,10325.3232866,1500.21340032,-11825.536687,8970.88647104,-707.941116501,-8243.82272137,-846.529093268,-214.141824744,1061.54757541,-780.372203603,-197.92142675,979.060370834,10325.3232866,1500.21340032,-11825.536687,80266.0033033,116906.04245,-196670.217286,179.160050602,-9.38553574012,-169.791086443,-35481.8995071,46111.6988011,2.53002214826e-12,3968.30520005,1712.56314601,-796.716612191,-4003.40415961,46765.6460439,-16146.958039,-30618.6880048,2.70496195897,59.9471583379,-0.743568984401,0.00447090891177,-0.124209279373,-0.000751573009252
0.0038,569.137584487,1.62743482907e-06,133177.126894,4775.1233215,-133030.186413,-2.09226570723e-06,196.223020243,4770.13685444,-191.270878992,8.08678367027e-19,4.62642821763e-10,-4.01619919681e-19,4773.96580438,5181.13983789,-9955.10564228,4998.72374558,2687.73611996,-7659.17293748,-841.348117449,-265.084016614,1107.88202544,-775.425810344,-244.955951167,1021.64978411,4773.96580438,5181.13983789,-9955.10564228,569.137584487,133177.126894,-133030.186413,196.223018616,-4.98646705366,-191.270876899,-38768.5878712,46891.4606492,2.43729152792e-11,4157.26547438,1867.14192184,-814.996941296,-4064.62147844,48512.2752136,-14991.9264222,-33520.3487914,2.75359504783,59.9382379695,-0.813329005425,0.00526950183648,-0.144640945868,-0.000880573227875
0.004,14887.0242227,1.62303279123e-06,155841.96229,6522.55307228,-169752.468279,-2.19542369193e-06,213.372315656,6523.0165221,-213.899089427,3.61600225896e-19,5.68928799574e-10,-2.01379547286e-19,6735.1768203,5469.10209076,-12204.2789111,6668.91140365,2570.76592632,-9202.46589739,-842.136129803,-324.287863844,1168.65543958,-775.991334089,-299.616198524,1077.55895682,6735.1768203,5469.10209076,-12204.2789111,14887.0242227,155841.96229,-169752.468279,213.372314033,0.463449813053,-213.899087232,-42785.4906075,47541.1978492,4.84588483398e-12,4387.24060511,2057.11937983,-831.276526584,-4114.21597325,50594.7453117,-14094.2186415,-36500.5266702,2.79547962579,59.9285146455,-0.883711177947,0.0061241808005,-0.166876385495,-0.00103873030387
0.0042,37918.1109309,1.63354151404e-06,141991.768637,8560.71044349,-178630.308672,-2.31542617237e-06,230.552002195,8567.75429961,-237.703431203,1.6427087127e-19,6.76724780058e-10,-1.15101689313e-19,7954.06185559,4007.44021765,-11961.5020732,7425.14578585,1433.51104323,-8809.89700445,-852.405935442,-376.800174801,1232.46144117,-785.313100244,-348.09020697,1136.24996093,7954.06185559,4007.44021765,-11961.5020732,37918.1109309,141991.768637,-178630.308672,230.552000562,7.04385612368,-237.703428888,-45702.1951781,47269.3489219,2.32797676998e-11,4557.21981773,2191.79596804,-832.87011071,-4082.13165187,51446.3402497,-12437.9696377,-39008.370612,2.78329311906,59.9179862159,-0.953846434733,0.0070313965446,-0.190911623853,-0.00123042238644
0.0044,-40868.2528258,1.62247764945e-06,156532.486057,10877.3337109,-114041.066529,-2.41248213737e-06,247.726876376,10892.0865531,-262.651459289,7.13495912295e-20,7.82660749845e-10,-7.16778537348e-20,2406.33600418,7569.97278652,-9976.3087907,3430.30793822,4761.43038535,-8129.88505256,-830.843690647,-434.082283194,1269.47984968,-765.232077526,-400.964948154,1170.17896798,2406.33600418,7569.97278652,-9976.3087907,-40868.2528258,156532.486057,-114041.066529,247.726874754,14.7528421667,-262.651456877,-49194.7710413,47347.7480037,-4.07384788142e-12,4759.59744523,2354.33124469,-840.011286543,-4081.12905615,52758.9027932,-10780.0603361,-41978.8424571,2.79220328117,59.9066583383,-1.0232411769,0.0079865908118,-0.216723864812,-0.00146034994737
0.0046,-15947.2524647,1.59077419892e-06,178282.563728,13533.8849867,-160318.922645,-2.50133468898e-06,264.673973989,13557.5282731,-288.578422435,2.54249646944e-20,9.00479220784e-10,-5.05147379644e-20,5150.55413892,7396.94082329,-12547.4949622,5665.55460588,4218.09481364,-9806.81151898,-819.72777054,-498.911512319,1324.80595026,-754.802348186,-460.805285369,1220.99949649,5150.55413892,7396.94082329,-12547.4949622,-15947.2524647,178282.563728,-160318.922645,264.673972399,23.6432863297,-288.578419934,-53126.3414095,46984.5137989,-2.43303509345e-11,4986.92772063,2537.82515791,-840.072895076,-4041.03922396,54153.7424018,-9314.39721363,-44839.3451881,2.77615487521,59.8945400752,-1.09179473192,0.00898464561578,-0.244281710852,-0.00173352452941
0.0048,-5985.20837774,1.57333908728e-06,160274.862694,16499.1141536,-151835.392163,-2.60394098137e-06,281.359660121,16532.8860281,-315.513415048,7.79013371994e-21,1.01715878866e-09,-4.38734260384e-20,5198.58851269,6263.43597343,-11462.0244861,5502.44022952,3507.83557937,-8916.75162702,-812.946737498,-555.019253626,1376.09527151,-748.37862178,-512.584398514,1268.07049081,5198.58851269,6263.43597343,-11462.0244861,-5985.20837774,160274.862694,-151835.392163,281.359658548,33.7718745724,-315.513412444,-55838.341719,45999.7443792,1.62192526279e-11,5147.63552658,2660.14552659,-830.118203157,-3946.01220203,54356.7205866,-7154.40864185,-47202.3119448,2.72320848025,59.8816461109,-1.15862657607,0.0100196788435,-0.27354003701,-0.00205525444629
0.005,-80498.3915805,1.53121947295e-06,174177.432172,19754.2619079,-90745.3146051,-2.67815982084e-06,297.728945886,19799.3712413,-343.378911099,-5.22227428585e-21,1.12944657856e-09,-3.50230195909e-20,-43.3358869195,9619.93725864,-9576.60137172,1720.33184616,6658.53454776,-8267.07091064,-776.252108377,-615.303449081,1402.03037071,-714.328364765,-568.216397211,1291.70240809,-43.3358869195,9619.93725864,-9576.60137172,-80498.3915805,174177.432172,-90745.3146051,297.728944355,45.1093333928,-343.378908421,-59364.2391061,45311.1198992,9.53425035964e-12,5353.84246967,2822.15667405,-824.75266744,-3877.40122302,55163.4941635,-5079.59342177,-50083.9007417,2.68849191967,59.8679978781,-1.22343942044,0.0110849784289,-0.304437399027,-0.00243112731958
0.0052,-47133.4089167,1.47378744434e-06,194536.434988,23359.321328,-143939.389953,-2.74826754763e-06,313.570614731,23417.0088985,-372.003021836,-1.42235079567e-20,1.25217800145e-09,-3.02050214692e-20,3298.8306754,9051.23644726,-12350.0671227,4378.49418265,5763.21442401,-10009.7193212,-753.600552897,-682.237027295,1449.08101965,-693.255631335,-629.985073759,1334.81815792,3298.8306754,9051.23644726,-12350.0671227,-47133.4089167,194536.434988,-143939.389953,313.570613257,57.6875705178,-372.003019088,-62942.1903746,43974.4752306,3.89163078345e-11,5563.61329275,2985.99158959,-808.905293001,-3751.56429061,55802.6377329,-3156.90299104,-52645.7347419,2.61652933837,59.8536202318,-1.28593324697,0.0121733436725,-0.336903773372,-0.00286698934528
0.0054,-49204.7011535,1.42953590367e-06,171095.781783,27270.1766415,-117854.010716,-2.82793790368e-06,328.873470434,27341.7148503,-401.414306848,-1.55315466932e-20,1.37046365173e-09,-3.00237037317e-20,2207.19977532,8157.22598008,-10364.4257554,3306.75884251,5415.75816293,-8568.67518265,-730.555819012,-737.920194474,1484.94577255,-671.825760189,-681.357105467,1367.57993519,2207.19977532,8157.22598008,-10364.4257554,-49204.7011535,171095.781783,-117854.010716,328.873469005,71.5382087344,-401.41430402,-65312.4909841,42360.515994,2.93542014474e-11,5707.33479229,3089.33568636,-788.424573511,-3601.43394034,55351.1800183,-615.424639277,-54735.7553791,2.52743378483,59.8385441805,-1.34533408723,0.0132768453983,-0.370854254685,-0.00336892166305
0.0056,-116791.98168,1.35892508581e-06,185808.823209,31463.5391891,-64366.553856,-2.87532777582e-06,343.567979132,31550.1409226,-431.492529339,-2.15715519822e-20,1.48193802613e-09,-2.32637030533e-20,-2467.7758784,11262.185461,-8794.40958258,-53.7174813521,8313.86671155,-8082.93861725,-680.585960304,-797.801300341,1498.57261358,-625.534056504,-736.602521525,1379.78060449,-2467.7758784,11262.185461,-8794.40958258,-116791.98168,185808.823209,-64366.553856,343.567977773,86.6017335078,-431.492526464,-68666.0381002,40879.9112907,-1.66032894449e-11,5905.83230343,3240.83671726,-769.847281747,-3463.41553672,55604.3559409,1764.90961114,-57369.265552,2.44737455369,59.8228060151,-1.40149395083,0.0143869696001,-0.406191112602,-0.00394321371766
0.0058,-77087.1489487,1.27852527485e-06,203705.242513,35998.6713394,-121306.049019,-2.92309246094e-06,357.463300652,36101.562092,-462.068924653,-2.63044499384e-20,1.60262024971e-09,-2.03109049384e-20,1268.66620694,10338.9492147,-11607.6154216,2865.90952508,7127.56963729,-9791.04986956,-647.389188914,-863.029195484,1534.84718155,-594.745534632,-796.782150928,1412.87965188,1268.66620694,10338.9492147,-11607.6154216,-77087.1489487,203705.242513,-121306.049019,357.463299374,102.890752616,-462.06892173,-71635.652925,38687.19493,6.27901490966e-11,6083.75161047,3372.64740317,-739.661025316,-3262.63331606,55459.4139657,4009.43230455,-59468.8462703,2.32585199227,59.8064455827,-1.45394016909,0.0154947979798,-0.44280783715,-0.00459633374916
0.006,-89623.2674679,1.20998596596e-06,174218.889734,40815.2898406,-78582.6376251,-2.97539424917e-06,370.570488209,40935.6996164,-493.169196019,-2.59721964093e-20,1.71495773288e-09,-1.99259483035e-20,-864.599754047,9601.73625251,-8737.13649846,952.988959605,7070.55421081,-7794.40179478,-609.697394943,-914.268701127,1553.19724179,-559.815147633,-844.037048447,1429.40013919,-864.599754047,9601.73625251,-8737.13649846,-89623.2674679,174218.889734,-78582.6376251,370.570486999,120.409775777,-493.169193044,-73545.325366,36550.8993659,3.15733417017e-11,6203.64656543,3451.42398421,-710.073041769,-3067.25129236,54376.1093696,6795.33259763,-61171.4419672,2.20645400591,59.7895086611,-1.50211029972,0.016590821098,-0.480583678035,-0.00533489669894
