time_s,receiving_voltage_phase_1_v,sending_current_phase_1_a,receiving_current_phase_1_a,receiving_voltage_phase_2_v,sending_current_phase_2_a,receiving_current_phase_2_a,receiving_voltage_phase_3_v,sending_current_phase_3_a,receiving_current_phase_3_a
0.00164,93477.7400589,1868.92835598,1577.07585124,19930.9472808,399.535557063,-1869.55480118,-78853.7925621,-1578.38623342,-398.618945615
0.00165,92606.0638702,1851.105693,1592.79731886,19664.5358571,393.462874126,-1852.1212774,-79639.865943,-1594.82282385,-393.290717142
0.00166,91746.6965098,1835.0300933,1608.86921536,19377.9096226,389.056701586,-1834.9339302,-80443.4607682,-1609.49934761,-387.558192451
0.00167,90980.5534909,1818.80054772,1622.61870592,19205.1219923,384.706235512,-1819.61106982,-81130.9352962,-1624.25095319,-384.102439845
0.00168,90219.0133226,1803.79271936,1636.37820498,19036.3213468,381.462669621,-1804.38026645,-81818.910249,-1637.80100676,-380.726426936
0.00169,89488.2857712,1789.65319851,1649.56841995,18891.103838,379.147038061,-1789.76571542,-82478.4209975,-1650.42763886,-377.82207676
0.0017,88819.974011,1775.60407967,1661.3358367,18819.0078477,376.999862263,-1776.39948022,-83066.7918348,-1662.92172484,-376.380156955
0.00171,88148.840704,1762.63471674,1673.21107398,18741.0308778,375.883583932,-1762.97681408,-83660.553699,-1674.31901523,-374.820617555
0.00172,87519.0288256,1750.06338445,1684.21690177,18704.1521092,375.219653702,-1750.38057651,-84210.8450886,-1685.27676029,-374.083042185
0.00173,86923.0344716,1737.78970592,1694.47231059,18706.1922726,374.907791842,-1738.46068943,-84723.6155297,-1695.88072851,-374.123845452
0.00174,86329.3691192,1726.3310201,1704.66818472,18708.9891345,375.366172318,-1726.58738238,-85233.4092361,-1705.66513189,-374.17978269
0.00175,85775.1358806,1715.04815874,1714.04609857,18752.2367581,376.083170827,-1715.50271761,-85702.3049283,-1715.2026209,-375.044735162
0.00176,85235.7852587,1704.19484402,1723.05156777,18813.6079837,377.228696189,-1704.71570517,-86152.5783883,-1724.28561201,-376.272159674
0.00177,84707.084273,1693.85889978,1731.8317986,18884.5978904,378.896697271,-1694.14168546,-86591.5899302,-1732.8148158,-377.691957808
0.00178,84208.2295584,1683.66677892,1739.97332824,18987.0385507,380.763912227,-1684.16459117,-86998.6664121,-1741.14335894,-379.740771013
0.00179,83715.9650031,1673.90122192,1747.91308784,19098.3298614,383.052492413,-1674.31930006,-87395.6543922,-1749.01780171,-381.966597227
0.0018,83239.3443799,1664.44402657,1755.5348067,19224.3436555,385.672741927,-1664.7868876,-87776.7403349,-1756.53689396,-384.486873111
0.00181,82781.7369484,1655.1516367,1762.70904009,19371.767439,388.494804826,-1655.63473897,-88135.4520046,-1763.84254096,-387.435348781
0.00182,82329.4642566,1646.21574118,1769.73348364,19525.3852673,391.670185622,-1646.58928513,-88486.6741821,-1770.75940261,-390.507705347
0.00183,81892.8631875,1637.46458115,1776.41997718,19694.7273246,395.064008211,-1637.85726375,-88820.9988591,-1777.43901971,-393.894546492
0.00184,81467.5276857,1628.90029767,1782.8135482,19877.4864249,398.663470559,-1629.35055371,-89140.6774102,-1783.89083097,-397.549728499
0.00185,81048.4115911,1620.59833619,1789.05259271,20066.7008361,402.534020843,-1620.96823182,-89452.6296357,-1790.03885679,-401.334016721
