time_s,receiving_voltage_phase_1_v,sending_current_phase_1_a,receiving_current_phase_1_a,receiving_voltage_phase_2_v,sending_current_phase_2_a,receiving_current_phase_2_a,receiving_voltage_phase_3_v,sending_current_phase_3_a,receiving_current_phase_3_a
0.00187,77936.5977119,1558.58289272,-1558.73195424,19337.0416504,387.786293056,-386.740833008,-92612.2561539,-1853.24007294,1852.24512308
0.00188,77642.3345216,1552.6948904,-1552.84669043,19660.4689283,394.256949745,-393.209378566,-92785.9241114,-1856.71095548,1855.71848223
0.00189,77349.3285223,1546.83198574,-1546.98657045,19985.8892238,400.767419142,-399.717784476,-92956.0247132,-1860.11052103,1859.12049426
0.0019,77057.4346994,1540.99128223,-1541.14869399,20313.1514749,407.314683416,-406.263029498,-93122.700008,-1863.44160709,1862.45400016
0.00191,76766.5200869,1535.17012441,-1535.33040174,20642.1165985,413.895963072,-412.84233197,-93286.0803025,-1866.70681624,1865.72160605
0.00192,76476.462595,1529.36607367,-1529.5292519,20972.6562827,420.508694427,-419.453125654,-93446.2853107,-1869.90853985,1868.92570621
0.00193,76187.1499526,1523.57688767,-1523.74299905,21304.6519557,427.150507916,-426.093039114,-93603.4251912,-1873.04897828,1872.06850382
0.00194,75898.4787819,1517.80050151,-1517.96957564,21637.9938446,433.819210058,-432.759876893,-93757.6014548,-1876.13015933,1875.1520291
0.00195,75610.3537663,1512.03501136,-1512.20707533,21972.5801574,440.512766588,-439.451603147,-93908.9077795,-1879.15395431,1878.17815559
0.00196,75322.6869158,1506.27865963,-1506.45373832,22308.3163411,447.229288016,-446.166326822,-94057.4307311,-1882.12209253,1881.14861462
0.00197,75035.3969062,1500.5298219,-1500.70793812,22645.1144298,453.967016337,-452.902288596,-94203.2504108,-1885.03617416,1884.06500822
0.00198,74748.4084914,1494.78699509,-1494.96816983,22982.8924543,460.72431343,-459.657849087,-94346.4410304,-1887.89768181,1886.92882061
0.00199,74461.6519745,1489.048787,-1489.23303949,23321.5739185,467.499650468,-466.431478371,-94487.0714312,-1890.70799076,1889.74142862
0.002,74175.0627352,1483.31390675,-1483.5012547,23661.0873263,474.291598555,-473.221746526,-94625.2055467,-1893.46837833,1892.50411093
