time_s,maximum_receiving_voltage_difference_v,maximum_terminal_current_difference_a,maximum_terminal_power_difference_w,maximum_cumulative_energy_difference_j,coarse_maximum_kcl_residual_a,refined_maximum_kcl_residual_a
0.00082,167.579485223,263.481654712,26103665.3634,2074.66861666,1.09139364213e-11,7.27595761418e-12
0.00083,344.294886513,257.221382599,19895120.2538,2304.49253541,1.09139364213e-11,7.27595761418e-12
0.00084,92.4141304093,251.190184647,24433315.2602,2525.81891734,1.09139364213e-11,7.27595761418e-12
0.00085,173.751736899,247.256866237,21051838.3822,2752.85363126,1.27329258248e-11,9.09494701773e-12
0.00086,44.8894560615,244.003118818,23357972.1731,2974.47718876,1.63709046319e-11,9.09494701773e-12
0.00087,94.2534604268,241.425785382,21515066.8542,3198.40425469,1.63709046319e-11,9.09494701773e-12
0.00088,18.5897267478,239.422270153,22666518.4028,3418.87247546,1.81898940355e-11,9.09494701773e-12
0.00089,54.6832848193,237.64133653,21645699.0973,3639.9975731,1.81898940355e-11,9.09494701773e-12
0.0009,14.294984047,236.250058602,22200233.0569,3858.79724649,1.81898940355e-11,9.09494701773e-12
0.00091,33.7597039469,234.942870783,21616719.5038,4077.45878023,1.81898940355e-11,9.09494701773e-12
0.00092,14.5314242472,233.881957829,21862444.5174,4294.43812793,1.81898940355e-11,1.09139364213e-11
0.00093,23.200432743,232.863985444,21511882.9998,4510.89969237,1.81898940355e-11,1.09139364213e-11
0.00094,13.7678446657,231.999130572,21598207.9673,4726.04596676,2.18278728426e-11,1.09139364213e-11
0.00095,17.836188395,231.164618051,21372342.3396,4940.49987953,2.18278728426e-11,1.45519152284e-11
0.00096,12.5736538245,230.426569858,21376971.5884,5153.852408,2.18278728426e-11,1.45519152284e-11
0.00097,14.3237165121,229.714092836,21218429.206,5366.43965512,2.18278728426e-11,1.45519152284e-11
0.00098,11.2707510465,229.064383286,21181777.8783,5578.05474505,2.54658516496e-11,1.45519152284e-11
0.00099,11.8765701723,228.437420484,21060093.3518,5788.88153679,2.54658516496e-11,1.81898940355e-11
0.001,10.0150915082,227.853168349,21003121.0202,5998.81803647,2.54658516496e-11,1.81898940355e-11
0.00101,10.0740658446,227.289294851,20902055.2499,6207.96698764,2.54658516496e-11,1.81898940355e-11
0.00102,8.87019304745,226.756002722,20835564.7221,6416.28048434,2.54658516496e-11,1.81898940355e-11
0.00103,8.68267179249,226.240894985,20746403.8558,6623.81776778,2.91038304567e-11,1.81898940355e-11
0.00104,7.85315772632,225.74882645,20675903.3258,6830.55853307,2.91038304567e-11,1.81898940355e-11
0.00105,7.56769163584,225.272919933,20593920.2026,7036.53843934,2.91038304567e-11,2.18278728426e-11
0.00106,6.9599570602,224.815183392,20522166.4411,7241.75101344,2.91038304567e-11,2.18278728426e-11
0.00107,6.64813082136,224.371789307,20444752.7195,7446.21891547,2.91038304567e-11,2.18278728426e-11
0.00108,6.17829902188,223.94327902,20373079.9185,7649.94238128,2.91038304567e-11,2.18278728426e-11
0.00109,5.87304200249,223.527506753,20298759.6612,7852.93672525,2.91038304567e-11,2.18278728426e-11
0.0011,5.49375383198,223.124293191,20227772.4565,8055.20523675,4.36557456851e-11,2.18278728426e-11
0.00111,5.20884775039,222.73242108,20155680.3385,8256.75893073,4.36557456851e-11,2.18278728426e-11
0.00112,4.89243350769,222.351385419,20085614.2421,8457.60229853,4.36557456851e-11,2.18278728426e-11
0.00113,4.63238843455,221.980483831,20015218.6407,8657.74371891,4.36557456851e-11,2.18278728426e-11
0.00114,4.36199487004,221.619089613,19946126.7207,8857.18796831,4.36557456851e-11,2.91038304567e-11
0.00115,4.1270099525,221.266788121,19877081.9931,9055.94171516,4.36557456851e-11,2.91038304567e-11
0.00116,3.89187116697,220.922932555,19808930.9262,9254.00958544,4.36557456851e-11,2.91038304567e-11
0.00117,3.68029560236,220.58727099,19740997.9855,9451.39706677,4.36557456851e-11,2.91038304567e-11
0.00118,3.47317761896,220.259184143,19673716.9463,9648.10844436,4.36557456851e-11,2.91038304567e-11
0.00119,3.28270598061,219.938513649,19606720.0701,9844.14833934,4.36557456851e-11,2.91038304567e-11
0.0012,3.09850136415,219.624687464,19540225.1619,10039.5206285,4.36557456851e-11,2.91038304567e-11
0.00121,2.92673260989,219.31760221,19474028.1187,10234.2292619,4.36557456851e-11,2.91038304567e-11
0.00122,2.76167009195,219.016738831,19408234.1942,10428.2777,4.36557456851e-11,2.91038304567e-11
0.00123,2.60635048585,218.722027156,19342726.7438,10621.6693501,4.36557456851e-11,3.63797880709e-11
0.00124,2.45753787883,218.433005961,19277552.7851,10814.4072752,4.36557456851e-11,3.63797880709e-11
0.00125,218544.530881,7162.64978124,13183964915.8,85511.1294058,4.36557456851e-11,3.63797880709e-11
0.00126,39821.0045649,4749.77815562,149524958.409,29356.1041497,4.36557456851e-11,3.63797880709e-11
0.00127,129723.201089,2594.46402178,1944992086.2,20927.5938368,4.36557456851e-11,3.63797880709e-11
0.00128,46578.270758,1068.4541231,37903486.6732,12248.4916045,4.36557456851e-11,3.63797880709e-11
0.00129,52873.3587164,1057.46717433,696771224.255,9257.5842612,4.36557456851e-11,3.63797880709e-11
0.0013,22962.1237923,482.046630055,85132568.5505,5762.84484612,4.36557456851e-11,3.63797880709e-11
0.00131,21510.107167,430.202143339,269146462.203,4243.34826599,4.36557456851e-11,3.63797880709e-11
0.00132,10636.9201137,247.990870572,66354240.0566,2725.59745636,4.36557456851e-11,3.63797880709e-11
0.00133,9209.73306386,184.194661277,107300917.524,1960.10460572,4.36557456851e-11,3.63797880709e-11
