time_s,SOURCE_v_pu,CAP_v_pu,output_fixed_1_pu,branch_current_branch_fixed_1_pu
0.00073,1,1.13771155453,1.13771155453,-0.0279577100453
0.00074,1,1.08166537213,1.08166537213,-0.028088472353
0.00075,1,1.02547014219,1.02547014219,-0.0281067575892
0.00076,1,0.969350537042,0.969350537042,-0.0280128475608
0.00077,1,0.91353021867,0.91353021867,-0.0278074708111
0.00078,1,0.858230949554,0.858230949554,-0.0274917983049
0.00079,1,0.803671713889,0.803671713889,-0.0270674373609
0.0008,1,0.750067852665,0.750067852665,-0.0265364238624
0.00081,1,0.697630216019,0.697630216019,-0.0259012127838
0.00082,1,0.646564336162,0.646564336162,-0.0251646670733
0.00083,1,0.597069624144,0.597069624144,-0.0243300449445
0.00084,1,0.54933859357,0.54933859357,-0.0234009856298
0.00085,1,0.50355611428,0.50355611428,-0.0223814936596
0.00086,1,0.459898698888,0.459898698888,-0.0212759217333
0.00087,1,0.418533824899,0.418533824899,-0.0200889522548
0.00088,1,0.379619295033,0.379619295033,-0.0188255776116
0.00089,1,0.343302638143,0.343302638143,-0.0174910792785
0.0009,1,0.309720553029,0.309720553029,-0.0160910058349
0.00091,1,0.27899839721,0.27899839721,-0.0146311499846
0.00092,1,0.25124972255,0.25124972255,-0.0131175246749
0.00093,1,0.226575859464,0.226575859464,-0.011556338412
0.00094,1,0.205065551177,0.205065551177,-0.00995396987417
0.00095,1,0.186794639377,0.186794639377,-0.00831694192608
0.00096,1,0.171825802312,0.171825802312,-0.00665189513948
0.00097,1,0.160208346244,0.160208346244,-0.00496556092825
