time_s,terminal_voltage_v,corona_charge_c,corona_loss_j,leader_length_m
7.88e-06,10149.1756338,1.01491756338e-05,0.0025112466239,0
7.9e-06,10081.739661,1.0081739661e-05,0.00251145127114,0
7.92e-06,10014.7517634,1.00147517634e-05,0.00251165320787,0
7.94e-06,9948.20896379,9.94820896379e-06,0.00251185246998,0
7.96e-06,9882.10830481,9.88210830481e-06,0.00251204909291,0
7.98e-06,9816.44684869,9.81644684869e-06,0.0025122431116,0
8e-06,9751.22167721,9.75122167721e-06,0.00251243456055,0
8.02e-06,9686.4298915,9.6864298915e-06,0.0025126234738,0
8.04e-06,9622.068612,9.622068612e-06,0.00251280988493,0
8.06e-06,9558.13497823,9.55813497823e-06,0.00251299382708,0
8.08e-06,9494.62614877,9.49462614877e-06,0.00251317533295,0
8.1e-06,9431.53930104,9.43153930104e-06,0.00251335443481,0
8.12e-06,9368.87163123,9.36887163123e-06,0.0025135311645,0
8.14e-06,9306.62035415,9.30662035415e-06,0.00251370555343,0
8.16e-06,9244.78270313,9.24478270313e-06,0.00251387763262,0
8.18e-06,9183.35592986,9.18335592986e-06,0.00251404743266,0
8.2e-06,9122.33730431,9.12233730431e-06,0.00251421498372,0
