time_s,lightning_current_a,tower_top_voltage_v,ground_potential_rise_v,insulator_stress_v,flashover_state
0.000191,1322.84953131,23900.7545306,23899.5555792,0.00119775364159,1
0.0001915,1305.5640852,23588.191877,23587.0086035,0.00118209131737,1
0.000192,1288.51877722,23279.9742354,23278.806422,0.00116664668498,1
0.0001925,1271.7100916,22976.0379382,22974.8853702,0.00115141655546,1
0.000193,1255.1345662,22676.3202899,22675.1827557,0.00113639778855,1
0.0001935,1238.78879162,22380.7595517,22379.6368428,0.00112158729184,1
0.000194,1222.6694104,22089.2949264,22088.1868374,0.00110698202009,1
0.0001945,1206.77311619,21801.8665434,21800.7728719,0.00109257897445,1
0.000195,1191.09665296,21518.4154446,21517.335991,0.00107837520173,1
0.0001955,1175.63681419,21238.88357,21237.8181378,0.00106436779374,1
0.000196,1160.39044214,20963.2137429,20962.1621384,0.00105055388648,1
0.0001965,1145.35442703,20691.3496571,20690.3116895,0.00103693065956,1
0.000197,1130.52570633,20423.2358625,20422.2113437,0.00102349533544,1
0.0001975,1115.901264,20158.817752,20157.8064966,0.00101024517878,1
0.000198,1101.47812977,19898.0415483,19897.0433736,0.0009971774958,1
0.0001985,1087.25337843,19640.8542904,19639.8690165,0.000984289633586,1
0.000199,1073.22412911,19387.2038214,19386.2312708,0.000971578979493,1
0.0001995,1059.38754459,19137.038776,19136.078774,0.000959042960506,1
0.0002,1045.74083064,18890.3085671,18889.3609414,0.000946679042584,1
