time_s,BUSA2_v_pu,BUSAS2_v_pu,BUSB2_v_pu,BUSBS2_v_pu,BUSC2_v_pu,BUSCS2_v_pu,BUSMG_v_pu,BUSMGR_v_pu,BUSMS_v_pu,UM1TLA_v_pu,UM1TLB_v_pu,UM1TLC_v_pu,UM1MCC_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,branch_current_branch_fixed_1_pu,branch_current_branch_fixed_7_pu,branch_current_branch_fixed_9_pu,branch_current_branch_fixed_10_pu,torque_Nm_pu,mechanical_speed_rad_s_pu,mechanical_angle_rad_pu,phase_a_current_A_pu,phase_b_current_A_pu,phase_c_current_A_pu,stator_current_1_A_pu,stator_current_2_A_pu,stator_current_3_A_pu
0.0262,-1924.42730537,-2698.2157547,856.603256713,213.447802406,1067.82404866,2484.76795229,184.725173483,92.3625867416,184.721208413,-1831.57647532,933.785934331,897.790540992,184.725173483,-2698.2157547,-1924.42730537,184.725173483,315.322257196,203.083963812,-2.01392528415,-3965.07077019,-4166.14080844,184.725648031,5.62521014181,315.322257196,-335.258409221,19.9361520252,209.833730524,-300.719356454,90.8856259291
0.0264,-1909.89928434,-2591.77025158,724.102237648,-12.5663338664,1185.7970467,2604.33658544,184.725169431,92.3625847156,184.72120436,-1828.07872682,812.506323743,1015.57240307,184.725169431,-2591.77025158,-1909.89928434,184.725169431,329.878206161,203.083959357,-1.95719322562,-3965.07077025,-4166.19753605,184.725648031,5.66215527142,329.878206161,-321.459512245,-8.41869391607,210.179075393,-300.619228323,90.4401529301
0.0266,-1884.27077336,-2470.59779289,587.355639216,-238.509065723,1296.91513414,2709.10685861,184.725165497,92.3625827484,184.721200426,-1813.91564173,686.463073811,1127.45256792,184.725165497,-2470.59779289,-1884.27077336,184.725165497,342.559513591,203.083955032,-1.89849767089,-3965.07077022,-4166.2562273,184.725648031,5.69910040102,342.559513591,-305.833552187,-36.7259614035,210.523862511,-300.518609473,89.9947469618
0.0268,-1848.18354668,-2335.3869047,447.388160244,-463.096541491,1400.79538644,2798.48344619,184.725161684,92.3625808418,184.721196613,-1789.72338325,556.649786086,1233.07359716,184.725161684,-2335.3869047,-1848.18354668,184.725161684,353.294121513,203.08395084,-1.83833190799,-3965.07077022,-4166.31638882,184.725648031,5.73604553063,353.294121513,-288.469463818,-64.8246576951,210.867945758,-300.417502651,89.5495568931
0.027,-1801.34766397,-2186.90588226,304.776799235,-685.052610332,1496.57086473,2871.9584926,184.725157995,92.3625789973,184.721192924,-1755.08502202,423.559561972,1331.52546005,184.725157995,-2186.90588226,-1801.34766397,184.725157995,362.021021961,203.083946784,-1.77688616514,-3965.07077022,-4166.37783045,184.725648031,5.77299066024,362.021021961,-269.465764769,-92.5552571914,211.211427391,-300.315860732,89.1044333409
0.0272,-1744.52088714,-2025.99842436,160.519877318,-903.116073588,1584.00100982,2929.11449795,184.725154432,92.3625772159,184.721189361,-1710.74800696,288.159178594,1422.58882837,184.725154432,-2025.99842436,-1744.52088714,184.725154432,368.690648804,203.083942867,-1.71469599009,-3965.07077022,-4166.44001678,184.725648031,5.80993578984,368.690648804,-248.930592768,-119.760056036,211.554162399,-300.213683054,88.6595206557
0.0274,-1677.54007079,-1853.57883927,15.2802930499,-1116.04785116,1662.25977774,2969.62669043,184.725150996,92.3625754982,184.721185926,-1656.41989775,151.042394121,1505.37750363,184.725150996,-1853.57883927,-1677.54007079,184.725150996,373.265069906,203.08393909,-1.65191793442,-3965.07077022,-4166.50279107,184.725648031,5.84688091945,373.265069906,-226.980475906,-146.284594,211.896257044,-300.110923659,88.2146666143
0.0276,-1601.26409969,-1670.62684946,-129.99177585,-1322.63802222,1731.25587554,2993.26487168,184.725147689,92.3625738447,184.721182619,-1592.94507834,13.1282185975,1579.81685974,184.725147689,-1670.62684946,-1601.26409969,184.725147689,375.718336105,203.083935454,-1.5891212523,-3965.07077019,-4166.56558409,184.725648031,5.88382604906,375.718336105,-203.74030128,-171.978034825,212.237567809,-300.007579021,87.7700112117
0.0278,-1515.65801886,-1478.18202464,-274.563320663,-1521.71270019,1790.22133953,2999.89472484,184.72514451,92.3625722551,184.721179439,-1520.15965061,-124.903243016,1645.06289362,184.72514451,-1478.18202464,-1515.65801886,184.72514451,376.036451905,203.083931959,-1.52642133832,-3965.07077016,-4166.62828052,184.725648031,5.92077117866,376.036451905,-179.341961938,-196.694489967,212.578205261,-299.903604899,87.3253996388
0.028,-1421.66461271,-1277.33787469,-417.553279505,-1712.14070305,1839.21789221,2989.47857775,184.725141458,92.3625707292,184.721176388,-1438.98831188,-262.200941588,1701.18925347,184.725141458,-1277.33787469,-1421.66461271,184.725141458,374.217674329,203.083928604,-1.46441325545,-3965.07077019,-4166.69028523,184.725648031,5.95771630827,374.217674329,-153.924260641,-220.293413688,212.918027685,-299.798995454,86.8809677694
0.0282,-1319.37568658,-1069.23563614,-558.175609201,-1892.83998091,1877.55129578,2962.07561705,184.725138532,92.3625692661,184.721173461,-1349.39693589,-398.014353018,1747.41128891,184.725138532,-1069.23563614,-1319.37568658,184.725138532,370.272261955,203.083925387,-1.40316322446,-3965.07077022,-4166.75153197,184.725648031,5.99466143787,370.272261955,-127.631461133,-242.640800821,213.257150181,-299.693708712,86.4365585308
0.0284,-1209.798693,-855.05778741,-695.638077493,-2062.7837644,1905.43677049,2917.84155181,184.72513573,92.3625678649,184.721170659,-1252.37197235,-531.579387706,1783.95136005,184.72513573,-855.05778741,-1209.798693,184.72513573,364.222717899,203.083922306,-1.34328490496,-3965.07077019,-4166.81140725,184.725648031,6.03160656748,364.222717899,-100.613132302,-263.609585597,213.595433078,-299.587737052,85.9923039738
0.0286,-1093.14801441,-636.021329766,-829.119572834,-2221.00639907,1922.26758724,2857.02772884,184.725133048,92.362566524,184.721167977,-1148.0074898,-662.092277414,1810.09976722,184.725133048,-636.021329766,-1093.14801441,184.725133048,356.103321671,203.083919358,-1.28478816152,-3965.07077019,-4166.86990101,184.725648031,6.06855169709,356.103321671,-73.0226335351,-283.080688136,213.932996159,-299.481041303,85.5480451435
0.0288,-970.47492925,-413.370872054,-957.934705397,-2366.60883234,1928.40963465,2779.97970439,184.725130484,92.3625652418,184.721165413,-1037.33156764,-788.893269962,1826.2248376,184.725130484,-413.370872054,-970.47492925,184.725130484,345.960312189,203.083916539,-1.22829803824,-3965.07077019,-4166.92638836,184.725648031,6.10549682669,345.960312189,-45.0169059637,-300.943406225,214.269701954,-299.373612575,85.1039106216
0.029,-842.109593209,-188.371558588,-1081.24574171,-2498.76372213,1923.35533492,2687.13528072,184.725128033,92.3625640163,184.721162962,-920.562163578,-911.143382996,1831.70554658,184.725128033,-188.371558588,-842.109593209,184.725128033,333.851211459,203.083913844,-1.17376184464,-3965.07077016,-4166.98092187,184.725648031,6.1424419563,333.851211459,-16.7549231183,-317.096288341,214.605675001,-299.265415003,84.6597400029
0.0292,-709.125094491,37.6981196502,-1198.49003678,-2616.720138,1907.61513127,2579.02201835,184.72512569,92.3625628451,184.721160619,-798.747718327,-1028.30256386,1827.05028219,184.72512569,37.6981196502,-709.125094491,184.72512569,319.844945275,203.083911269,-1.12180963159,-3965.07077019,-4167.0328715,184.725648031,6.1793870859,319.844945275,11.6025628506,-331.447508126,214.940780114,-299.156438913,84.2156587993
0.0294,-571.958126901,263.553589652,-1308.83174675,-2719.80782807,1880.78987366,2456.25423842,184.725123451,92.3625617256,184.72115838,-672.223181139,-1139.51509573,1811.73827687,184.725123451,263.553589652,-571.958126901,184.725123451,304.020972103,203.083908807,-1.07232058048,-3965.07077016,-4167.08235813,184.725648031,6.21633221551,304.020972103,39.8945731788,-343.915545281,215.275146582,-299.046652209,83.7715056272
0.0296,-431.680864803,487.911495585,-1411.84439638,-2807.44102752,1843.52526118,2319.52953193,184.72512131,92.3625606551,184.721156239,-542.035385682,-1244.37361616,1786.40900184,184.72512131,487.911495585,-431.680864803,184.72512131,286.469340843,203.083906454,-1.02592432499,-3965.07077016,-4167.12875199,184.725648031,6.25327734512,286.469340843,67.9601924486,-354.429533291,215.608641507,-298.936044871,83.3274033634
0.0298,-288.825114563,709.496991071,-1506.7121969,-2879.12178702,1795.53731146,2169.62479595,184.725119261,92.3625596304,184.72115419,-408.626974715,-1342.02419377,1750.65116848,184.725119261,709.496991071,-288.825114563,184.725119261,267.289642424,203.083904201,-0.982427060604,-3965.07077016,-4167.172247,184.725648031,6.29022247472,267.289642424,95.6400910609,-362.929733485,215.941398845,-298.824588992,82.8831901476
0.03,-144.439192151,927.050983125,-1593.15547368,-2934.4428022,1737.59466583,2007.39181908,184.725117297,92.3625586483,184.721152226,-273.020972276,-1432.20246758,1705.22343986,184.725117297,927.050983125,-144.439192151,184.725117297,246.591005734,203.083902041,-0.942453742027,-3965.07077016,-4167.21221815,184.725648031,6.32716760433,246.591005734,122.77684183,-369.367847564,216.273287915,-298.712274595,82.4389866802
0.0302,0.863313006615,1139.33728657,-1670.39591475,-2973.08972802,1669.53260175,1833.75244146,184.725115411,92.3625577054,184.72115034,-135.756257711,-1514.07444776,1649.83070547,184.725115411,1139.33728657,0.863313006615,184.725115411,224.490893164,203.083899968,-0.90573361516,-3965.07077016,-4167.24893618,184.725648031,6.36411273394,224.490893164,149.216381255,-373.707274419,216.604447184,-298.599078329,81.9946311445
0.0304,146.080613042,1345.14964827,-1738.3082246,-2994.84296494,1592.22761156,1649.69331667,184.725113596,92.3625567979,184.721148525,2.18991543369,-1587.52615346,1585.33623802,184.725113596,1345.14964827,146.080613042,184.725113596,201.11503747,203.083897973,-0.872883498669,-3965.07077014,-4167.28178435,184.725648031,6.40105786354,201.11503747,174.808342766,-375.923380236,216.934748049,-298.484990586,81.5502425367
0.0306,290.532243755,1543.31860134,-1796.16787003,-2999.57890673,1505.63562628,1456.26030539,184.725111844,92.3625559222,184.721146774,140.195761691,-1651.76093852,1511.56517683,184.725111844,1543.31860134,290.532243755,184.725111844,176.596105831,203.083896047,-0.843553006649,-3965.07077016,-4167.31111289,184.725648031,6.43800299315,176.596105831,199.407426321,-376.003532152,217.264333263,-298.369992873,81.1056596108
0.0308,433.284845894,1732.71811027,-1844.00826673,-2987.27064282,1410.72342084,1254.55253255,184.725110149,92.3625550743,184.721145078,277.351041287,-1706.81945609,1429.4684148,184.725110149,1732.71811027,433.284845894,184.725110149,151.073581941,203.083894183,-0.818348228931,-3965.07077014,-4167.33631576,184.725648031,6.47494812275,151.073581941,222.873738168,-373.947320109,217.593076091,-298.254076224,80.6610001331
0.031,573.607211569,1912.27196925,-1881.17349715,-2957.98811121,1307.56628558,1045.71614197,184.7251085,92.3625542502,184.72114343,412.96594434,-1751.95868435,1338.99274001,184.7251085,1912.27196925,573.607211569,184.7251085,124.692325955,203.083892371,-0.796837866306,-3965.07077011,-4167.35782436,184.725648031,6.51189325236,124.692325955,245.074040121,-369.766366076,217.921123285,-298.137227237,80.2161039522
0.0312,710.655059421,2080.95991744,-1907.85664869,-2911.8977011,1197.20158927,830.937783665,184.725106892,92.3625534459,184.721141821,546.217305231,-1787.37491299,1241.15760776,184.725106892,2080.95991744,710.655059421,184.725106892,97.6024075031,203.083890602,-0.779615789652,-3965.07077016,-4167.37504467,184.725648031,6.54883838197,97.6024075031,265.88208583,-363.484493333,218.248349717,-298.019437787,79.7710880702
0.0314,843.663413287,2237.82343627,-1923.48348328,-2849.2613074,1079.82006999,611.437871123,184.725105314,92.3625526572,184.721140244,676.363371037,-1812.39356654,1136.03019551,184.725105314,2237.82343627,843.663413287,184.725105314,69.9575911331,203.083888868,-0.766168922186,-3965.07077014,-4167.38848979,184.725648031,6.58578351157,69.9575911331,285.179723533,-355.137314666,218.574905793,-297.900699732,79.3257939392
0.0316,971.896008678,2381.97119594,-1928.40429639,-2770.43484257,956.508287712,388.463646629,184.72510376,92.3625518801,184.721138689,802.686483224,-1827.36426514,1024.67778191,184.72510376,2381.97119594,971.896008678,184.72510376,41.9151271579,203.083887159,-0.757078945637,-3965.07077014,-4167.39757803,184.725648031,6.62272864118,41.9151271579,302.857219199,-344.772346357,218.900667674,-297.781005918,78.8803382437
0.0318,1094.57152882,2512.58412013,-1922.13755646,-2675.86621433,827.566027641,163.282094205,184.72510222,92.3625511102,184.72113715,924.40985425,-1831.69394328,907.284089034,184.72510222,2512.58412013,1094.57152882,184.72510222,13.6341938228,203.083885467,-0.751751631498,-3965.07077019,-4167.40290361,184.725648031,6.65967377079,13.6341938228,318.814189569,-332.448383391,219.225789034,-297.660353558,78.4345645243
0.032,1211.07852892,2628.92004013,-1905.18490066,-2566.09278048,694.106371733,-62.8272596503,184.725100687,92.3625503437,184.721135617,1040.93772427,-1825.8799506,784.942226326,184.725100687,2628.92004013,1211.07852892,184.725100687,-14.7243461122,203.083883781,-0.75075724721,-3965.07077011,-4167.4038964,184.725648031,6.69661890039,-14.7243461122,332.959903171,-318.235557059,219.550146962,-297.538736528,77.9885895655
0.0322,1320.63683479,2730.31791205,-1877.16627991,-2441.73829557,556.529445118,-288.579616483,184.725099152,92.3625495762,184.721134082,1151.47562151,-1809.42178059,657.946159084,184.725099152,2730.31791205,1320.63683479,184.725099152,-42.9995142731,203.083882094,-0.753421723843,-3965.07077014,-4167.40123018,184.725648031,6.73356403,-42.9995142731,345.214023952,-302.214509679,219.873897972,-297.416157419,77.5422594474
0.0324,1422.77410501,2816.20157296,-1838.72549971,-2303.50936659,415.951394704,-512.69220637,184.725097608,92.3625488039,184.721132537,1255.56366122,-1782.95570177,527.392040549,184.725097608,2816.20157296,1422.77410501,184.725097608,-71.0304856953,203.083880396,-0.760305613279,-3965.07077014,-4167.39434459,184.725648031,6.7705091596,-71.0304856953,355.506882057,-284.476396362,220.196919693,-297.292611128,77.0956914347
0.0326,1516.72845434,2886.08301476,-1789.59035789,-2152.19143789,272.861903557,-733.891576869,184.725096046,92.3625480228,184.721130975,1352.40709099,-1746.08259365,393.675502671,184.725096046,2886.08301476,1516.72845434,184.725096046,-98.6581362904,203.083878678,-0.770658105612,-3965.07077014,-4167.38399036,184.725648031,6.80745428921,-98.6581362904,363.780012239,-265.121875948,220.519371022,-297.168105578,76.6487345561
0.0328,1602.17807777,2939.56515715,-1730.5345164,-1988.64432812,128.356438628,-950.920829032,184.725094458,92.3625472291,184.721129387,1441.69313695,-1699.56577883,257.87264188,184.725094458,2939.56515715,1602.17807777,184.725094458,-125.725328305,203.083876933,-0.785032510757,-3965.07077011,-4167.36961423,184.725648031,6.84439941882,-125.725328305,369.98638739,-244.261059085,220.841129713,-297.042636605,76.2015068912
0.033,1678.39580953,2976.34410394,-1661.39746894,-1813.79734459,-16.9983405885,-1162.54675936,184.725092838,92.3625464191,184.721127767,1522.64383915,-1643.11397296,120.470133812,184.725092838,2976.34410394,1678.39580953,184.725092838,-152.078404239,203.083875152,-0.802604585886,-3965.07077011,-4167.35204038,184.725648031,6.88134454842,-152.078404239,374.090740186,-222.012335947,221.162356573,-296.91621735,75.7538607769
0.0332,1745.21869112,2996.21086982,-1583.06752165,-1628.64400273,-162.151169468,-1367.56686709,184.725091178,92.3625455892,184.721126108,1595.10176048,-1577.60285676,-17.498903726,184.725091178,2996.21086982,1745.21869112,184.725091178,-177.567479324,203.083873327,-0.823923975229,-3965.07077011,-4167.33071911,184.725648031,6.91828967803,-177.567479324,376.069753593,-198.502274268,221.482929058,-296.788844449,75.305915391
0.0334,1801.9696334,2999.05256785,-1495.49715218,-1434.23638076,-306.472481223,-1564.81618709,184.725089472,92.3625447361,184.721124402,1658.32210584,-1502.85295569,-155.469150148,184.725089472,2999.05256785,1801.9696334,184.725089472,-202.047850841,203.083871451,-0.848097503185,-3965.07077011,-4167.30654375,184.725648031,6.95523480764,-202.047850841,375.912158708,-173.864307867,221.803009398,-296.660536081,74.857526683
0.0336,1848.64950485,2984.85305094,-1399.67150128,-1231.67914159,-448.978003578,-1753.17390936,184.725087713,92.3625438567,184.721122643,1712.30778389,-1419.83506787,-292.472716022,184.725087713,2984.85305094,1848.64950485,184.725087713,-225.380288218,203.083869518,-0.875675410032,-3965.07077011,-4167.2789639,184.725648031,6.99217993724,-225.380288218,373.618877865,-148.238589648,222.122474322,-296.531289476,74.4088151543
0.0338,1884.64524891,2953.69300359,-1295.65477071,-1022.12325583,-588.990478204,-1931.56974776,184.725085896,92.3625429478,184.721120825,1756.36248754,-1328.48298293,-427.879504611,184.725085896,2953.69300359,1884.64524891,184.725085896,-247.432328413,203.083867519,-0.905700296164,-3965.07077008,-4167.24893702,184.725648031,7.02912506685,-247.432328413,369.202896298,-121.770567885,222.441487009,-296.401127621,73.9596406123
0.034,1910.12307585,2905.74948339,-1184.50889104,-806.759461846,-725.614184812,-2098.99002154,184.725084014,92.3625420068,184.721118943,1790.65112389,-1229.84317481,-560.807949075,184.725084014,2905.74948339,1910.12307585,184.725084014,-268.078554524,203.08386545,-0.938728123903,-3965.07077011,-4167.21590711,184.725648031,7.06607019645,-268.078554524,362.689354965,-94.610800441,222.759923035,-296.270048081,73.5101250463
0.0342,1924.54622486,2841.29491498,-1066.40605094,-586.811499666,-858.140173914,-2254.48341532,184.725082062,92.362541031,184.721116991,1814.53982846,-1123.96164648,-690.578181984,184.725082062,2841.29491498,1924.54622486,184.725082062,-287.20175022,203.083863305,-0.973742872477,-3965.07077008,-4167.18089023,184.725648031,7.10301532606,-287.20175022,354.115198356,-66.9134481355,223.077946059,-296.138078362,73.0601323035
0.0344,1928.24423523,2760.6955421,-942.463104092,-363.529157489,-985.78113114,-2397.16638461,184.725080036,92.3625400182,184.721114966,1828.35373472,-1011.93930003,-816.414434692,184.725080036,2760.6955421,1928.24423523,184.725080036,-304.693158295,203.083861078,-1.01131144166,-3965.07077008,-4167.1433194,184.725648031,7.13996045567,-304.693158295,343.529215733,-38.8360574372,223.395430101,-296.005216063,72.6097859623
0.0346,1920.76696378,2664.40934644,-812.954137365,-138.181170122,-1107.81282641,-2526.22817632,184.725077933,92.3625389664,184.721112862,1831.5337233,-893.930865332,-937.602857969,184.725077933,2664.40934644,1920.76696378,184.725077933,-320.453470044,203.083858765,-1.05036535859,-3965.07077005,-4167.10426326,184.725648031,7.17690558527,-320.453470044,330.991472073,-10.5380020295,223.712538853,-295.87149288,72.1589540269
0.0348,1902.60175251,2552.98344538,-679.027695083,87.9519902167,-1223.57405743,-2640.9354356,184.725075747,92.3625378736,184.721110676,1824.55996208,-771.069056198,-1053.49090589,184.725075747,2552.98344538,1902.60175251,184.725075747,-334.393055953,203.083856362,-1.09148797393,-3965.07077011,-4167.06313814,184.725648031,7.21385071488,-334.393055953,316.573297983,17.8197579695,224.029144401,-295.736906102,71.7077617012
0.035,1873.39325547,2427.05098312,-541.051499389,313.585389803,-1332.34175608,-2740.63637293,184.725073477,92.3625367383,184.721108406,1806.95848534,-643.61153037,-1163.34695497,184.725073477,2427.05098312,1873.39325547,184.725073477,-346.432769332,203.083853866,-1.13356465101,-3965.07077008,-4167.02105898,184.725648031,7.25079584449,-346.432769332,300.356515309,46.0762540237,224.345410051,-295.601491249,71.2560811985
0.0352,1833.77766792,2287.32753303,-400.181676372,537.436934651,-1433.59599155,-2824.76446768,184.725071119,92.3625355594,184.721106048,1779.35596215,-512.699298895,-1266.65666326,184.725071119,2287.32753303,1833.77766792,184.725071119,-356.504142323,203.083851274,-1.17720153928,-3965.07077008,-4166.97741949,184.725648031,7.28774097409,-356.504142323,282.433377517,74.0707648066,224.661205608,-295.465244928,70.8040393204
0.0354,1783.50032945,2134.60703163,-256.869370504,758.234655629,-1526.63095894,-2892.84168726,184.725068671,92.3625343357,184.721103601,1741.37189979,-378.685008507,-1362.68689128,184.725068671,2134.60703163,1783.50032945,184.725068671,-364.549986942,203.083848583,-1.22124391794,-3965.07077002,-4166.93337447,184.725648031,7.3246861037,-364.549986942,262.905605806,101.644381136,224.976693612,-295.32820609,70.3515124778
0.0356,1723.33408118,1969.75726726,-112.25381633,974.723936042,-1611.08026485,-2944.4812033,184.725066133,92.3625330665,184.721101062,1693.76774515,-242.694049226,-1451.07369592,184.725066133,1969.75726726,1723.33408118,184.725066133,-370.52455075,203.083845793,-1.26632654667,-3965.07077005,-4166.88828903,184.725648031,7.3616312333,-370.52455075,241.884283231,128.640267519,225.291741285,-295.190370265,69.89862898
0.0358,1653.12845073,1793.71494917,33.1423169654,1185.67464061,-1686.27076769,-2979.38958979,184.725063503,92.3625317514,184.721098432,1636.26256364,-105.164195737,-1531.0983679,184.725063503,1793.71494917,1653.12845073,184.725063503,-374.393902677,203.083842901,-1.31126129627,-3965.07077005,-4166.84335137,184.725648031,7.39857636291,-374.393902677,219.488721098,154.905181579,225.606510065,-295.051779427,69.445269362
0.036,1573.77769669,1607.48038494,178.221000392,1389.88810536,-1751.99869708,-2997.3684903,184.72506078,92.3625303902,184.72109571,1569.73788773,32.8185976397,-1602.55648537,184.72506078,1607.48038494,1573.77769669,184.72506078,-376.136044014,203.083839908,-1.35671749711,-3965.07077008,-4166.79789213,184.725648031,7.43552149252,-376.136044014,195.846311477,180.289732537,225.920864331,-294.912427623,68.9915632916
0.0362,1485.23661269,1412.1117965,322.401322538,1586.20394864,-1807.63793523,-2998.31574513,184.725057966,92.362528983,184.721092895,1494.01609953,170.742954311,-1664.75905384,184.725057966,1412.1117965,1485.23661269,184.725057966,-375.741070857,203.083836814,-1.40147995949,-3965.07077008,-4166.75312657,184.725648031,7.47246662212,-375.741070857,171.091247228,204.649823629,226.234964131,-294.772359428,68.5373952969
0.0364,1388.50292959,1208.71930714,464.650090524,1773.50666467,-1853.15302012,-2982.22597181,184.72505506,92.36252753,184.721089989,1410.08144282,307.585557255,-1717.66700008,184.72505506,1208.71930714,1388.50292959,184.72505506,-373.211237518,203.083833619,-1.44625818729,-3965.07077002,-4166.70834521,184.725648031,7.50941175173,-373.211237518,145.36433877,227.846898748,226.548670798,-294.631566998,68.0828961999
0.0366,1283.63537813,998.458633569,604.342491117,1950.73196205,-1887.97786924,-2949.19059562,184.725052064,92.362526032,184.721086993,1317.8610102,442.774328866,-1760.63533907,184.725052064,998.458633569,1283.63537813,184.725052064,-368.560892076,203.083830325,-1.48981571198,-3965.07077005,-4166.66478432,184.725648031,7.54635688133,-368.560892076,118.811614144,249.749277932,226.862142755,-294.490097093,67.6279543378
0.0368,1171.71486435,782.524518869,740.5326015,2116.8728113,-1912.24746585,-2899.39733016,184.72504898,92.3625244898,184.721083909,1218.42204761,575.370677316,-1793.79272493,184.72504898,782.524518869,1171.71486435,184.72504898,-361.816490798,203.083826935,-1.53290775418,-3965.07077002,-4166.62168894,184.725648031,7.58330201094,-361.816490798,91.5841069407,270.232383858,227.175238139,-294.347939572,67.1727014327
0.037,1052.90039268,562.143943757,872.56675871,2270.98516696,-1925.46715139,-2833.12911071,184.725045809,92.3625229045,184.721080738,1111.79540274,704.755783684,-1816.55118643,184.725045809,562.143943757,1052.90039268,184.725045809,-353.016308021,203.083823449,-1.57428249717,-3965.07077002,-4166.58031072,184.725648031,7.62024714055,-353.016308021,63.8363653398,289.179942682,227.488113573,-294.205142973,66.7170294003
0.0372,928.333814086,338.56915462,999.607056412,2412.19333188,-1927.9408705,-2750.7624865,184.725042555,92.3625212775,184.721077484,999.109679746,830.096274641,-1829.20595439,184.725042555,338.56915462,928.333814086,184.725042555,-342.210401711,203.083819871,-1.61474528909,-3965.07077005,-4166.53984435,184.725648031,7.65719227015,-342.210401711,35.7262189401,306.484182771,227.800623904,-294.061694469,66.2610705652
0.0374,798.268533698,113.070548009,1120.98638842,2539.69493312,-1919.25492212,-2652.76548113,184.72503922,92.3625196102,184.72107415,880.496245502,950.741274098,-1831.2375196,184.72503922,113.070548009,798.268533698,184.72503922,-329.460103589,203.083816205,-1.65303424001,-3965.07077002,-4166.5015517,184.725648031,7.69413739976,-329.460103589,7.41322759895,322.04687599,228.112923837,-293.917643987,65.8047201501
0.0376,663.88364706,-113.07054801,1235.99346588,2652.76548113,-1899.87711294,-2539.69493312,184.725035809,92.3625179046,184.721070738,757.121928523,1065.98107535,-1823.10300387,184.725035809,-113.07054801,663.88364706,184.725035809,-314.837937483,203.083812455,-1.69000938535,-3965.07077005,-4166.4645728,184.725648031,7.73108252937,-314.837937483,-20.9415644722,335.779501955,228.424864896,-293.772975645,65.348110749
0.0378,525.519051498,-338.569154621,1343.96314038,2750.7624865,-1869.48219188,-2412.19333188,184.725032325,92.3625161626,184.721067254,629.213217355,1175.14780897,-1804.36102633,184.725032325,-338.569154621,525.519051498,184.725032325,-298.426900206,203.083808625,-1.72440314293,-3965.07077002,-4166.43017519,184.725648031,7.76802765897,-298.426900206,-49.1772079672,347.604108174,228.736599808,-293.627740395,64.8911405873
0.038,384.366414816,-562.143943757,1444.32678142,2833.12911071,-1828.69319623,-2270.98516695,184.725028773,92.3625143863,184.721063702,497.951021689,1277.6714275,-1775.62244919,184.725028773,-562.143943757,384.366414816,184.725028773,-280.320335812,203.083804719,-1.75713384151,-3965.07077002,-4166.39744061,184.725648031,7.80497278858,-280.320335812,-77.1330984111,357.453434223,229.047976801,-293.481918968,64.4339421662
0.0382,240.842400705,-782.52451887,1536.43623965,2899.39733016,-1777.27864036,-2116.87281129,184.725025156,92.3625125781,184.721060085,363.649558506,1372.8821646,-1736.5317231,184.725025156,-782.52451887,240.842400705,184.725025156,-260.621022089,203.083800743,-1.78693211079,-3965.07077002,-4166.36763837,184.725648031,7.84191791818,-260.621022089,-104.650550826,365.271572915,229.359146623,-293.335563007,63.9764163843
0.0384,96.1261274504,-998.458633569,1619.87866144,2949.19059562,-1716.00478889,-1950.73196205,184.725021481,92.3625107405,184.72105641,227.479172065,1460.36280821,-1687.84198028,184.725021481,-998.458633569,96.1261274504,184.725021481,-239.441005221,203.083796703,-1.81477740407,-3965.07077002,-4166.33978899,184.725648031,7.87886304779,-239.441005221,-131.573044849,371.01405007,229.669954287,-293.188649555,63.5186952678
0.0386,-49.3002612118,-1208.71930714,1694.0372377,2982.22597181,-1644.73697649,-1773.50666467,184.725017752,92.3625088761,184.721052681,89.8326271058,1539.45648258,-1629.28910969,184.725017752,-1208.71930714,-49.3002612118,184.725017752,-216.90051081,203.083792604,-1.83940193057,-3965.07076996,-4166.31516042,184.725648031,7.9158081774,-216.90051081,-157.747762211,374.648273021,229.980548616,-293.041230658,63.0606820423
0.0388,-194.295232151,-1412.1117965,1758.66478625,2998.31574513,-1564.3695541,-1586.20394864,184.725013975,92.3625069877,184.721048905,-48.1549268966,1609.90886749,-1561.7539406,184.725013975,-1412.1117965,-194.295232151,184.725013975,-193.127744679,203.083788451,-1.86184829473,-3965.07077002,-4166.29270984,184.725648031,7.952753307,-193.127744679,-183.025818367,376.153563047,230.290771547,-292.893279412,62.6025078644
0.039,-338.323719369,-1607.48038494,1813.18916048,2997.3684903,-1474.86544111,-1389.88810536,184.725010156,92.3625050781,184.721045086,-186.022900409,1671.09012807,-1485.06722765,184.725010156,-1607.48038494,-338.323719369,184.725010156,-168.257650995,203.083784253,-1.88085252047,-3965.07077002,-4166.27370145,184.725648031,7.98969843661,-168.257650995,-207.263730965,375.52138196,230.600770083,-292.744848015,62.144077932
0.0392,-480.306187167,-1793.71494917,1857.53528636,2979.38958979,-1377.2290992,-1185.67464061,184.725006301,92.3625031504,184.72104123,-322.695426547,1722.91553384,-1400.22010729,184.725006301,-1793.71494917,-480.306187167,184.725006301,-142.43168603,203.083780014,-1.89752194285,-3965.07076996,-4166.25702778,184.725648031,8.02664356622,-142.43168603,-230.32362971,372.75531574,230.910383277,-292.595905411,61.6855221341
