time_s,phase_a_input_v,phase_b_input_v,phase_c_input_v,phase_a_held_v
0.00544,63.1176398728,-23.9544640655,-39.1631758073,68.62
0.00545,63.0897428937,-23.7688292818,-39.3209136119,67.2
0.00546,63.0612232443,-23.5829599093,-39.478263335,67.2
0.00547,63.0320812061,-23.3968577825,-39.6352234235,67.2
0.00548,63.0023170666,-23.2105247382,-39.7917923284,67.2
0.00549,62.9719311198,-23.0239626154,-39.9479685044,67.2
0.0055,62.9409236654,-22.8371732553,-40.10375041,66.14
0.00551,62.9092950095,-22.6501585016,-40.2591365079,66.14
0.00552,62.8770454642,-22.4629202,-40.4141252643,66.14
0.00553,62.8441753479,-22.2754601984,-40.5687151496,66.14
0.00554,62.810684985,-22.087780347,-40.722904638,66.14
0.00555,62.7765747059,-21.8998824981,-40.8766922078,65.34
0.00556,62.7418448474,-21.7117685062,-41.0300763412,65.34
0.00557,62.7064957523,-21.523440228,-41.1830555243,65.34
0.00558,62.6705277693,-21.334899522,-41.3356282473,65.34
0.00559,62.6339412535,-21.1461482493,-41.4877930043,65.34
0.0056,62.596736566,-20.9571882726,-41.6395482935,64.72
0.00561,62.558914074,-20.7680214569,-41.7908926172,64.72
0.00562,62.5204741508,-20.5786496692,-41.9418244816,64.72
0.00563,62.4814171757,-20.3890747785,-42.0923423972,64.72
0.00564,62.4417435343,-20.1992986559,-42.2424448784,64.72
0.00565,62.4014536181,-20.0093231744,-42.3921304437,64.22
0.00566,62.3605478247,-19.8191502089,-42.5413976157,64.22
0.00567,62.3190265578,-19.6287816365,-42.6902449214,64.22
0.00568,62.2768902274,-19.4382193358,-42.8386708915,64.22
0.00569,62.2341392492,-19.2474651879,-42.9866740613,64.22
0.0057,62.1907740451,-19.0565210751,-43.13425297,63.8
0.00571,62.1467950432,-18.8653888823,-43.281406161,63.8
0.00572,62.1022026776,-18.6740704956,-43.428132182,63.8
0.00573,62.0569973882,-18.4825678034,-43.5744295848,63.8
0.00574,62.0111796214,-18.2908826958,-43.7202969256,63.8
0.00575,61.9647498293,-18.0990170645,-43.8657327648,63.44
0.00576,61.9177084701,-17.9069728032,-44.0107356669,63.44
0.00577,61.8700560081,-17.7147518073,-44.1553042008,63.44
0.00578,61.8217929136,-17.522355974,-44.2994369396,63.44
0.00579,61.772919663,-17.3297872021,-44.4431324609,63.44
0.0058,61.7234367386,-17.1370473921,-44.5863893464,63.14
0.00581,61.6733446288,-16.9441384465,-44.7292061823,63.14
0.00582,61.622643828,-16.751062269,-44.871581559,63.14
0.00583,61.5713348366,-16.5578207654,-45.0135140712,63.14
0.00584,61.5194181609,-16.3644158427,-45.1550023183,63.14
0.00585,61.4668943135,-16.1708494098,-45.2960449037,62.84
0.00586,61.4137638126,-15.9771233772,-45.4366404354,62.84
0.00587,61.3600271827,-15.7832396568,-45.5767875258,62.84
0.00588,61.305684954,-15.5892001622,-45.7164847918,62.84
0.00589,61.250737663,-15.3950068086,-45.8557308545,62.84
0.0059,61.195185852,-15.2006615124,-45.9945243396,62.58
0.00591,61.1390300691,-15.0061661918,-46.1328638774,62.58
0.00592,61.0822708688,-14.8115227664,-46.2707481024,62.58
0.00593,61.024908811,-14.6167331573,-46.4081756538,62.58
0.00594,60.9669444621,-14.4217992869,-46.5451451752,62.58
0.00595,60.908378394,-14.2267230791,-46.6816553149,62.32
0.00596,60.8492111848,-14.0315064594,-46.8177047254,62.32
0.00597,60.7894434185,-13.8361513543,-46.9532920642,62.32
0.00598,60.7290756849,-13.6406596921,-47.0884159929,62.32
0.00599,60.6681085799,-13.445033402,-47.2230751779,62.32
0.006,60.6065427051,-13.2492744149,-47.3572682902,62.04
0.00601,60.5443786682,-13.0533846627,-47.4909940054,62.04
0.00602,60.4816170827,-12.857366079,-47.6242510037,62.04
0.00603,60.4182585681,-12.6612205982,-47.7570379699,62.04
0.00604,60.3543037497,-12.4649501563,-47.8893535934,62.04
0.00605,60.2897532586,-12.2685566904,-48.0211965682,61.78
0.00606,60.224607732,-12.0720421387,-48.1525655933,61.78
0.00607,60.1588678129,-11.8754084409,-48.283459372,61.78
0.00608,60.09253415,-11.6786575376,-48.4138766124,61.78
0.00609,60.0256073981,-11.4817913707,-48.5438160274,61.78
0.0061,59.9580882177,-11.2848118831,-48.6732763346,61.5
0.00611,59.8899772751,-11.087721019,-48.8022562561,61.5
0.00612,59.8212752426,-10.8905207235,-48.9307545191,61.5
0.00613,59.7519827984,-10.693212943,-49.0587698553,61.5
0.00614,59.6821006261,-10.4957996249,-49.1863010012,61.5
0.00615,59.6116294156,-10.2982827174,-49.3133466983,61.22
0.00616,59.5405698624,-10.10066417,-49.4399056924,61.22
0.00617,59.4689226678,-9.90294593312,-49.5659767347,61.22
0.00618,59.396688539,-9.70512995818,-49.6915585808,61.22
0.00619,59.3238681888,-9.50721819753,-49.8166499913,61.22
0.0062,59.250462336,-9.30921260447,-49.9412497315,60.92
0.00621,59.1764717051,-9.11111513324,-50.0653565718,60.92
0.00622,59.1018970262,-8.91292773898,-50.1889692873,60.92
0.00623,59.0267390355,-8.71465237772,-50.3120866578,60.92
0.00624,58.9509984747,-8.51629100636,-50.4347074684,60.92
0.00625,58.8746760914,-8.31784558265,-50.5568305088,60.62
0.00626,58.7977726388,-8.11931806516,-50.6784545736,60.62
0.00627,58.7202888759,-7.92071041328,-50.7995784626,60.62
0.00628,58.6422255674,-7.72202458718,-50.9202009802,60.62
0.00629,58.5635834839,-7.52326254782,-51.0403209361,60.62
0.0063,58.4843634014,-7.3244262569,-51.1599371445,60.3
0.00631,58.4045661019,-7.12551767684,-51.2790484251,60.3
0.00632,58.3241923729,-6.92653877081,-51.3976536021,60.3
0.00633,58.2432430077,-6.72749150263,-51.515751505,60.3
0.00634,58.1617188051,-6.52837783682,-51.6333409683,60.3
0.00635,58.0796205699,-6.32919973857,-51.7504208313,59.96
0.00636,57.9969491123,-6.12995917366,-51.8669899386,59.96
0.00637,57.9137052482,-5.93065810854,-51.9830471396,59.96
0.00638,57.8298897992,-5.73129851021,-52.098591289,59.96
0.00639,57.7455035925,-5.53188234628,-52.2136212463,59.96
0.0064,57.6605474611,-5.3324115849,-52.3281358762,59.62
0.00641,57.5750222433,-5.13288819478,-52.4421340485,59.62
0.00642,57.4889287833,-4.93331414512,-52.5556146381,59.62
0.00643,57.4022679307,-4.73369140564,-52.6685765251,59.62
0.00644,57.315040541,-4.53402194654,-52.7810185945,59.62
0.00645,57.2272474749,-4.33430773847,-52.8929397365,59.24
0.00646,57.1388895991,-4.13455075254,-53.0043388465,59.24
0.00647,57.0499677854,-3.93475296026,-53.1152148251,59.24
0.00648,56.9604829116,-3.73491633355,-53.225566578,59.24
0.00649,56.8704358608,-3.53504284473,-53.3353930161,59.24
0.0065,56.7798275218,-3.33513446646,-53.4446930553,58.88
0.00651,56.6886587888,-3.13519317176,-53.5534656171,58.88
0.00652,56.5969305616,-2.93522093398,-53.6617096277,58.88
0.00653,56.5046437456,-2.73521972674,-53.7694240189,58.88
0.00654,56.4117992516,-2.53519152399,-53.8766077276,58.88
0.00655,56.3183979958,-2.33513829993,-53.9832596959,58.48
0.00656,56.2244409003,-2.13506202899,-54.0893788713,58.48
0.00657,56.1299288922,-1.93496468585,-54.1949642063,58.48
0.00658,56.0348629043,-1.73484824539,-54.3000146589,58.48
0.00659,55.939243875,-1.53471468268,-54.4045291923,58.48
0.0066,55.8430727479,-1.33456597296,-54.5085067749,58.08
0.00661,55.7463504722,-1.13440409161,-54.6119463806,58.08
0.00662,55.6490780026,-0.934231014145,-54.7148469884,58.08
0.00663,55.551256299,-0.7340487162,-54.8172075828,58.08
0.00664,55.452886327,-0.53385917349,-54.9190271535,58.08
0.00665,55.3539690573,-0.333664361806,-55.0203046955,57.66
0.00666,55.2545054664,-0.133466256989,-55.1210392094,57.66
0.00667,55.1544965357,0.0667331650853,-55.2212297008,57.66
0.00668,55.0539432525,0.266931928531,-55.320875181,57.66
0.00669,54.952846609,0.467128057466,-55.4199746665,57.66
0.0067,54.8512076032,0.667319576035,-55.5185271792,57.24
0.00671,54.7490272381,0.86750450843,-55.6165317465,57.24
0.00672,54.6463065221,1.06768087891,-55.7139874011,57.24
0.00673,54.5430464692,1.2678467118,-55.810893181,57.24
0.00674,54.4392480985,1.46800003156,-55.90724813,57.24
0.00675,54.3349124343,1.66813886276,-56.0030512971,56.8
0.00676,54.2300405065,1.86826123009,-56.0983017366,56.8
0.00677,54.1246333501,2.06836515845,-56.1929985086,56.8
0.00678,54.0186920054,2.26844867287,-56.2871406783,56.8
0.00679,53.912217518,2.46850979862,-56.3807273167,56.8
0.0068,53.8052109389,2.66854656117,-56.4737575,56.34
0.00681,53.6976733239,2.86855698625,-56.5662303102,56.34
0.00682,53.5896057347,3.06853909983,-56.6581448345,56.34
0.00683,53.4810092377,3.26849092817,-56.7495001658,56.34
0.00684,53.3718849046,3.46841049782,-56.8402954025,56.34
0.00685,53.2622338127,3.66829583566,-56.9305296483,55.86
0.00686,53.152057044,3.8681449689,-57.0202020129,55.86
0.00687,53.0413556859,4.06795592511,-57.109311611,55.86
0.00688,52.9301308311,4.26772673224,-57.1978575633,55.86
0.00689,52.8183835773,4.46745541863,-57.2858389959,55.86
0.0069,52.7061150273,4.66714001304,-57.3732550403,55.38
0.00691,52.5933262893,4.86677854466,-57.4601048339,55.38
0.00692,52.4800184763,5.06636904314,-57.5463875195,55.38
0.00693,52.3661927068,5.2659095386,-57.6321022454,55.38
0.00694,52.2518501041,5.46539806166,-57.7172481657,55.38
0.00695,52.1369917967,5.66483264345,-57.8018244401,54.88
0.00696,52.0216189183,5.86421131563,-57.8858302339,54.88
0.00697,51.9057326074,6.06353211041,-57.9692647178,54.88
0.00698,51.789334008,6.26279306057,-58.0521270686,54.88
0.00699,51.6724242687,6.4619921995,-58.1344164682,54.88
0.007,51.5550045435,6.66112756117,-58.2161321047,54.36
0.00701,51.4370759912,6.86019718021,-58.2972731714,54.36
0.00702,51.3186397757,7.05919909186,-58.3778388676,54.36
0.00703,51.199697066,7.25813133207,-58.457828398,54.36
0.00704,51.0802490359,7.45699193746,-58.5372409733,54.36
0.00705,50.9602968644,7.65577894535,-58.6160758097,53.84
0.00706,50.8398417353,7.85449039378,-58.6943321291,53.84
0.00707,50.7188848375,8.05312432157,-58.7720091591,53.84
0.00708,50.5974273648,8.25167876827,-58.8491061331,53.84
0.00709,50.4754705159,8.45015177424,-58.9256222902,53.84
0.0071,50.3530154945,8.64854138062,-59.0015568751,53.3
0.00711,50.2300635092,8.84684562938,-59.0769091386,53.3
0.00712,50.1066157734,9.04506256336,-59.1516783368,53.3
0.00713,49.9826735056,9.24319022621,-59.2258637318,53.3
0.00714,49.8582379289,9.44122666251,-59.2994645914,53.3
0.00715,49.7333102716,9.63916991771,-59.3724801893,52.74
0.00716,49.6078917665,9.8370180382,-59.4449098047,52.74
0.00717,49.4819836516,10.0347690713,-59.5167527229,52.74
0.00718,49.3555871695,10.2324210653,-59.5880082348,52.74
0.00719,49.2287035677,10.4299720694,-59.6586756371,52.74
0.0072,49.1013340985,10.6274201339,-59.7287542323,52.18
0.00721,48.9734800189,10.82476331,-59.7982433289,52.18
0.00722,48.8451425908,11.0219996501,-59.8671422409,52.18
0.00723,48.7163230809,11.2191272075,-59.9354502884,52.18
0.00724,48.5870227605,11.4161440367,-60.0031667972,52.18
0.00725,48.4572429059,11.6130481931,-60.070291099,51.6
0.00726,48.3269847978,11.8098377335,-60.1368225313,51.6
0.00727,48.1962497219,12.0065107155,-60.2027604374,51.6
0.00728,48.0650389685,12.203065198,-60.2681041665,51.6
0.00729,47.9333538325,12.3994992413,-60.3328530738,51.6
0.0073,47.8011956137,12.5958109065,-60.3970065202,51
0.00731,47.6685656164,12.7919982562,-60.4605638725,51
0.00732,47.5354651496,12.9880593539,-60.5235245035,51
0.00733,47.4018955269,13.1839922648,-60.5858877917,51
0.00734,47.2678580667,13.379795055,-60.6476531217,51
0.00735,47.1333540918,13.575465792,-60.7088198838,50.4
0.00736,46.9983849297,13.7710025447,-60.7693874744,50.4
0.00737,46.8629519125,13.9664033831,-60.8293552956,50.4
0.00738,46.7270563769,14.1616663788,-60.8887227557,50.4
0.00739,46.5906996642,14.3567896045,-60.9474892687,50.4
0.0074,46.45388312,14.5517711345,-61.0056542545,49.78
0.00741,46.3166080948,14.7466090444,-61.0632171392,49.78
0.00742,46.1788759433,14.9413014112,-61.1201773545,49.78
0.00743,46.040688025,15.1358463134,-61.1765343384,49.78
0.00744,45.9020457036,15.330241831,-61.2322875346,49.78
0.00745,45.7629503477,15.5244860452,-61.2874363928,49.16
0.00746,45.6234033298,15.718577039,-61.3419803688,49.16
0.00747,45.4834060274,15.9125128968,-61.3959189242,49.16
0.00748,45.3429598222,16.1062917045,-61.4492515267,49.16
0.00749,45.2020661002,16.2999115497,-61.5019776499,49.16
0.0075,45.0607262521,16.4933705212,-61.5540967733,48.52
0.00751,44.9189416728,16.6866667099,-61.6056083827,48.52
0.00752,44.7767137617,16.8797982079,-61.6565119696,48.52
0.00753,44.6340439225,17.0727631091,-61.7068070316,48.52
0.00754,44.4909335633,17.2655595091,-61.7564930724,48.52
0.00755,44.3473840966,17.4581855049,-61.8055696015,47.86
0.00756,44.2033969391,17.6506391955,-61.8540361346,47.86
0.00757,44.0589735119,17.8429186814,-61.9018921933,47.86
0.00758,43.9141152404,18.0350220649,-61.9491373053,47.86
0.00759,43.7688235543,18.22694745,-61.9957710043,47.86
0.0076,43.6230998876,18.4186929425,-62.0417928302,47.2
0.00761,43.4769456785,18.61025665,-62.0872023285,47.2
0.00762,43.3303623696,18.8016366817,-62.1319990513,47.2
0.00763,43.1833514074,18.9928311489,-62.1761825563,47.2
0.00764,43.035914243,19.1838381644,-62.2197524075,47.2
0.00765,42.8880523315,19.3746558433,-62.2627081748,46.52
0.00766,42.7397671322,19.5652823021,-62.3050494343,46.52
0.00767,42.5910601087,19.7557156595,-62.3467757682,46.52
0.00768,42.4419327287,19.9459540359,-62.3878867646,46.52
0.00769,42.2923864638,20.1359955538,-62.4283820177,46.52
0.0077,42.1424227902,20.3258383376,-62.4682611279,45.84
0.00771,41.9920431879,20.5154805136,-62.5075237015,45.84
0.00772,41.8412491411,20.70492021,-62.5461693512,45.84
0.00773,41.6900421381,20.8941555573,-62.5841976953,45.84
0.00774,41.5384236711,21.0831846876,-62.6216083588,45.84
0.00775,41.3863952367,21.2720057355,-62.6584009722,45.14
0.00776,41.2339583353,21.4606168372,-62.6945751725,45.14
0.00777,41.0811144714,21.6490161313,-62.7301306027,45.14
0.00778,40.9278651534,21.8372017584,-62.7650669118,45.14
0.00779,40.7742118939,22.0251718611,-62.799383755,45.14
0.0078,40.6201562095,22.2129245842,-62.8330807937,44.42
0.00781,40.4656996205,22.4004580748,-62.8661576952,44.42
0.00782,40.3108436513,22.5877704818,-62.8986141332,44.42
0.00783,40.1555898304,22.7748599567,-62.9304497872,44.42
0.00784,39.9999396901,22.961724653,-62.961664343,44.42
0.00785,39.8438947665,23.1483627262,-62.9922574927,43.7
0.00786,39.6874565997,23.3347723345,-63.0222289342,43.7
0.00787,39.5306267338,23.520951638,-63.0515783718,43.7
0.00788,39.3734067165,23.7068987992,-63.0803055157,43.7
0.00789,39.2157980997,23.8926119828,-63.1084100825,43.7
0.0079,39.0578024387,24.0780893561,-63.1358917947,42.96
0.00791,38.8994212929,24.2633290883,-63.1627503812,42.96
0.00792,38.7406562256,24.4483293512,-63.1889855769,42.96
0.00793,38.5815088037,24.6330883191,-63.2145971228,42.96
0.00794,38.4219805978,24.8176041682,-63.2395847661,42.96
0.00795,38.2620731825,25.0018750777,-63.2639482602,42.22
0.00796,38.101788136,25.1858992287,-63.2876873647,42.22
0.00797,37.9411270402,25.3696748051,-63.3108018453,42.22
0.00798,37.7800914809,25.553199993,-63.3332914739,42.22
0.00799,37.6186830472,25.7364729812,-63.3551560284,42.22
0.008,37.4569033324,25.9194919607,-63.3763952931,41.48
0.00801,37.294753933,26.1022551253,-63.3970090583,41.48
0.00802,37.1322364495,26.2847606713,-63.4169971207,41.48
0.00803,36.9693524858,26.4670067972,-63.436359283,41.48
0.00804,36.8061036495,26.6489917045,-63.4550953539,41.48
0.00805,36.6424915518,26.8307135969,-63.4732051487,40.7
0.00806,36.4785178075,27.0121706811,-63.4906884886,40.7
0.00807,36.314184035,27.1933611661,-63.507545201,40.7
0.00808,36.1494918561,27.3742832635,-63.5237751196,40.7
0.00809,35.9844428964,27.5549351878,-63.5393780842,40.7
0.0081,35.8190387847,27.7353151561,-63.5543539408,39.94
0.00811,35.6532811536,27.915421388,-63.5687025415,39.94
0.00812,35.487171639,28.0952521059,-63.5824237448,39.94
0.00813,35.3207118803,28.274805535,-63.5955174153,39.94
0.00814,35.1539035204,28.4540799033,-63.6079834237,39.94
0.00815,34.9867482058,28.6330734412,-63.619821647,39.16
0.00816,34.819247586,28.8117843823,-63.6310319683,39.16
0.00817,34.6514033143,28.9902109627,-63.641614277,39.16
0.00818,34.4832170473,29.1683514214,-63.6515684687,39.16
0.00819,34.3146904448,29.3462040002,-63.6608944451,39.16
0.0082,34.1458251702,29.5237669439,-63.6695921141,38.36
0.00821,33.9766228901,29.7010384999,-63.67766139,38.36
0.00822,33.8070852744,29.8780169187,-63.6851021931,38.36
0.00823,33.6372139965,30.0547004535,-63.69191445,38.36
0.00824,33.4670107328,30.2310873605,-63.6980980933,38.36
0.00825,33.2964771633,30.4071758989,-63.7036530622,37.56
0.00826,33.1256149709,30.5829643307,-63.7085793017,37.56
0.00827,32.9544258421,30.7584509211,-63.7128767632,37.56
0.00828,32.7829114665,30.9336339379,-63.7165454044,37.56
0.00829,32.6110735367,31.1085116523,-63.719585189,37.56
0.0083,32.4389137488,31.2830823382,-63.721996087,36.74
0.00831,32.2664338019,31.4573442727,-63.7237780747,36.74
0.00832,32.0936353984,31.631295736,-63.7249311343,36.74
0.00833,31.9205202436,31.8049350111,-63.7254552547,36.74
0.00834,31.7470900461,31.9782603843,-63.7253504305,36.74
0.00835,31.5733465178,32.1512701451,-63.7246166628,35.92
0.00836,31.3992913732,32.3239625857,-63.7232539589,35.92
0.00837,31.2249263303,32.496336002,-63.7212623322,35.92
0.00838,31.0502531099,32.6683886925,-63.7186418024,35.92
0.00839,30.8752734362,32.8401189591,-63.7153923953,35.92
0.0084,30.6999890359,33.0115251071,-63.711514143,35.1
0.00841,30.5244016391,33.1826054447,-63.7070070838,35.1
0.00842,30.3485129788,33.3533582833,-63.7018712621,35.1
0.00843,30.172324791,33.5237819377,-63.6961067287,35.1
0.00844,29.9958388145,33.693874726,-63.6897135404,35.1
0.00845,29.8190567911,33.8636349693,-63.6826917604,34.26
0.00846,29.6419804657,34.0330609922,-63.6750414579,34.26
0.00847,29.4646115859,34.2021511225,-63.6667627085,34.26
0.00848,29.2869519023,34.3709036914,-63.6578555938,34.26
0.00849,29.1090031684,34.5393170334,-63.6483202018,34.26
0.0085,28.9307671403,34.7073894863,-63.6381566265,33.4
0.00851,28.7522455772,34.8751193912,-63.6273649684,33.4
0.00852,28.573440241,35.0425050928,-63.6159453338,33.4
0.00853,28.3943528966,35.209544939,-63.6038978355,33.4
0.00854,28.2149853113,35.3762372812,-63.5912225925,33.4
0.00855,28.0353392555,35.5425804742,-63.5779197297,32.56
0.00856,27.8554165023,35.7085728763,-63.5639893786,32.56
0.00857,27.6752188273,35.8742128492,-63.5494316765,32.56
0.00858,27.4947480091,36.0394987581,-63.5342467672,32.56
0.00859,27.3140058288,36.2044289717,-63.5184348005,32.56
0.0086,27.1329940703,36.3690018622,-63.5019959326,31.7
0.00861,26.9517145201,36.5332158054,-63.4849303255,31.7
0.00862,26.7701689674,36.6970691804,-63.4672381479,31.7
0.00863,26.5883592039,36.8605603702,-63.4489195742,31.7
0.00864,26.4062870241,37.0236877612,-63.4299747853,31.7
0.00865,26.2239542248,37.1864497433,-63.4104039681,30.82
0.00866,26.0413626057,37.3488447101,-63.3902073159,30.82
0.00867,25.8585139689,37.510871059,-63.3693850279,30.82
0.00868,25.675410119,37.6725271906,-63.3479373096,30.82
0.00869,25.4920528632,37.8338115097,-63.3258643728,30.82
0.0087,25.308444011,37.9947224243,-63.3031664353,29.94
0.00871,25.1245853748,38.1552583463,-63.2798437211,29.94
0.00872,24.940478769,38.3154176913,-63.2558964604,29.94
0.00873,24.7561260108,38.4751988787,-63.2313248895,29.94
0.00874,24.5715289196,38.6346003313,-63.2061292509,29.94
0.00875,24.3866893174,38.793620476,-63.1803097934,29.06
0.00876,24.2016090284,38.9522577434,-63.1538667718,29.06
0.00877,24.0162898792,39.1105105677,-63.1268004469,29.06
0.00878,23.830733699,39.2683773871,-63.0991110861,29.06
0.00879,23.644942319,39.4258566434,-63.0707989624,29.06
0.0088,23.458917573,39.5829467824,-63.0418643555,28.16
0.00881,23.272661297,39.7396462538,-63.0123075508,28.16
0.00882,23.0861753292,39.8959535108,-62.9821288401,28.16
0.00883,22.8994615102,40.051867011,-62.9513285211,28.16
0.00884,22.7125216827,40.2073852153,-62.919906898,28.16
0.00885,22.5253576918,40.362506589,-62.8878642808,27.26
0.00886,22.3379713847,40.5172296011,-62.8552009858,27.26
0.00887,22.1503646109,40.6715527244,-62.8219173353,27.26
0.00888,21.9625392219,40.825474436,-62.7880136579,27.26
0.00889,21.7744970715,40.9789932166,-62.7534902881,27.26
0.0089,21.5862400156,41.132107551,-62.7183475667,26.36
0.00891,21.3977699123,41.2848159282,-62.6825858405,26.36
0.00892,21.2090886216,41.4371168409,-62.6462054625,26.36
0.00893,21.0201980057,41.589008786,-62.6092067917,26.36
0.00894,20.831099929,41.7404902644,-62.5715901934,26.36
0.00895,20.6417962577,41.891559781,-62.5333560387,25.44
0.00896,20.4522888603,42.0422158448,-62.4945047051,25.44
0.00897,20.262579607,42.1924569689,-62.4550365759,25.44
0.00898,20.0726703702,42.3422816705,-62.4149520407,25.44
0.00899,19.8825630243,42.4916884709,-62.3742514951,25.44
0.009,19.6922594455,42.6406758954,-62.3329353409,24.52
0.00901,19.501761512,42.7892424737,-62.2910039857,24.52
0.00902,19.311071104,42.9373867395,-62.2484578435,24.52
0.00903,19.1201901036,43.0851072305,-62.2052973342,24.52
0.00904,18.9291203946,43.232402489,-62.1615228836,24.52
0.00905,18.7378638628,43.3792710611,-62.117134924,23.6
0.00906,18.5464223959,43.5257114973,-62.0721338932,23.6
0.00907,18.3547978833,43.6717223523,-62.0265202356,23.6
0.00908,18.1629922162,43.8173021851,-61.9802944013,23.6
0.00909,17.9710072878,43.9624495587,-61.9334568465,23.6
0.0091,17.7788449927,44.1071630408,-61.8860080335,22.66
0.00911,17.5865072276,44.2514412029,-61.8379484305,22.66
0.00912,17.3939958908,44.3952826212,-61.789278512,22.66
0.00913,17.2013128823,44.5386858759,-61.7399987582,22.66
0.00914,17.0084601037,44.6816495519,-61.6901096556,22.66
0.00915,16.8154394586,44.8241722379,-61.6396116965,21.72
0.00916,16.6222528518,44.9662525275,-61.5885053793,21.72
0.00917,16.4289021901,45.1078890183,-61.5367912085,21.72
0.00918,16.2353893818,45.2490803125,-61.4844696943,21.72
0.00919,16.0417163367,45.3898250165,-61.4315413533,21.72
0.0092,15.8478849664,45.5301217413,-61.3780067077,20.78
0.00921,15.6538971838,45.6699691022,-61.323866286,20.78
0.00922,15.4597549036,45.8093657189,-61.2691206225,20.78
0.00923,15.2654600419,45.9483102156,-61.2137702575,20.78
0.00924,15.0710145162,46.0868012211,-61.1578157373,20.78
0.00925,14.8764202457,46.2248373684,-61.1012576141,19.84
0.00926,14.681679151,46.3624172953,-61.0440964463,19.84
0.00927,14.486793154,46.4995396438,-60.9863327978,19.84
0.00928,14.2917641781,46.6362030607,-60.9279672388,19.84
0.00929,14.0965941484,46.772406197,-60.8690003454,19.84
0.0093,13.901284991,46.9081477086,-60.8094326996,18.88
0.00931,13.7058386334,47.0434262557,-60.7492648892,18.88
0.00932,13.5102570048,47.1782405032,-60.688497508,18.88
0.00933,13.3145420354,47.3125891205,-60.6271311559,18.88
0.00934,13.1186956569,47.4464707816,-60.5651664385,18.88
0.00935,12.9227198021,47.5798841652,-60.5026039674,17.92
0.00936,12.7266164053,47.7128279546,-60.43944436,17.92
0.00937,12.530387402,47.8453008377,-60.3756882396,17.92
0.00938,12.3340347287,47.9773015069,-60.3113362356,17.92
0.00939,12.1375603236,48.1088286595,-60.2463889831,17.92
0.0094,11.9409661256,48.2398809974,-60.180847123,16.96
0.00941,11.7442540751,48.3704572272,-60.1147113022,16.96
0.00942,11.5474261135,48.5005560601,-60.0479821735,16.96
0.00943,11.3504841835,48.630176212,-59.9806603955,16.96
0.00944,11.1534302288,48.7593164038,-59.9127466326,16.96
0.00945,10.9562661943,48.8879753608,-59.8442415551,16
0.00946,10.7589940258,49.0161518132,-59.775145839,16
0.00947,10.5616156704,49.143844496,-59.7054601664,16
0.00948,10.3641330761,49.2710521489,-59.635185225,16
0.00949,10.1665481921,49.3977735163,-59.5643217084,16
0.0095,9.96886296825,49.5240073477,-59.492870316,15.04
0.00951,9.77107935579,49.6497523972,-59.420831753,15.04
0.00952,9.57319930671,49.7750074236,-59.3482067303,15.04
0.00953,9.37522477403,49.8997711908,-59.2749959649,15.04
0.00954,9.17715771166,50.0240424674,-59.2012001791,15.04
0.00955,8.97900007445,50.1478200269,-59.1268201014,14.06
0.00956,8.78075381814,50.2711026477,-59.0518564659,14.06
0.00957,8.58242089933,50.393889113,-58.9763100123,14.06
0.00958,8.38400327549,50.5161782109,-58.9001814864,14.06
0.00959,8.18550290492,50.6379687346,-58.8234716395,14.06
0.0096,7.98692174674,50.7592594819,-58.7461812287,13.08
0.00961,7.78826176088,50.8800492559,-58.6683110168,13.08
0.00962,7.58952490801,51.0003368643,-58.5898617723,13.08
0.00963,7.39071314959,51.12012112,-58.5108342695,13.08
0.00964,7.19182844782,51.2394008407,-58.4312292885,13.08
0.00965,6.99287276561,51.3581748492,-58.3510476148,12.1
0.00966,6.79384806656,51.4764419732,-58.2702900398,12.1
0.00967,6.59475631498,51.5942010456,-58.1889573606,12.1
0.00968,6.39559947581,51.711450904,-58.1070503798,12.1
0.00969,6.19637951466,51.8281903913,-58.0245699059,12.1
0.0097,5.99709839775,51.9444183553,-57.941516753,11.12
0.00971,5.79775809189,52.0601336488,-57.8578917407,11.12
0.00972,5.59836056451,52.1753351298,-57.7736956943,11.12
0.00973,5.39890778356,52.2900216613,-57.6889294449,11.12
0.00974,5.19940171758,52.4041921115,-57.603593829,11.12
0.00975,4.9998443356,52.5178453534,-57.517689689,10.14
0.00976,4.80023760717,52.6309802653,-57.4312178725,10.14
0.00977,4.60058350234,52.7435957308,-57.3441792331,10.14
0.00978,4.4008839916,52.8556906382,-57.2565746298,10.14
0.00979,4.20114104592,52.9672638814,-57.1684049273,10.14
0.0098,4.00135663667,53.078314359,-57.0796709956,9.14
0.00981,3.80153273565,53.1888409751,-56.9903737107,9.14
0.00982,3.60167131503,53.2988426387,-56.9005139538,9.14
0.00983,3.40177434737,53.4083182644,-56.8100926118,9.14
0.00984,3.20184380557,53.5172667715,-56.719110577,9.14
0.00985,3.00188166287,53.6256870847,-56.6275687476,8.16
0.00986,2.80188989281,53.7335781341,-56.5354680269,8.16
0.00987,2.60187046922,53.8409388548,-56.442809324,8.16
0.00988,2.40182536622,53.9477681872,-56.3495935534,8.16
0.00989,2.20175655818,54.0540650768,-56.255821635,8.16
0.0099,2.00166601968,54.1598284747,-56.1614944943,7.16
0.00991,1.80155572556,54.2650573369,-56.0666130624,7.16
0.00992,1.6014276508,54.3697506249,-55.9711782757,7.16
0.00993,1.4012837706,54.4739073054,-55.875191076,7.16
0.00994,1.2011260603,54.5775263504,-55.7786524107,7.16
